emp_title,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,months_since_last_delinq,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,paid_total,paid_principal,paid_interest,paid_late_fees
owner,10.0,WA,MORTGAGE,106000.0,Source Verified,11.32,106000.0,Source Verified,11.32,0,,1982,2,25,10,289646,41763,0,0,,0,0,2,8,2.0,10,0.0,0,4,37000,17,7,5,5,100.0,0,0,debt_consolidation,joint,30000,36,11.99,996.29,B,B5,Jan-2018,Current,fractional,Cash,26447.01,4961.47,3552.99,1408.48,0.0
staff accountant,3.0,NC,RENT,50000.0,Not Verified,18.8,,,,0,44.0,2010,0,16,9,49622,31211,0,0,44.0,0,0,6,2,,9,0.0,0,3,5500,3,3,3,0,66.7,0,0,credit_card,individual,5000,36,7.97,156.62,A,A5,Jan-2018,Current,whole,DirectPay,4374.69,780.89,625.31,155.58,0.0
owner,10.0,TX,MORTGAGE,450000.0,Verified,7.33,,,,0,,2004,6,31,16,190574,140957,0,0,,0,0,7,4,7.0,16,0.0,0,4,33300,9,7,5,0,100.0,0,0,debt_consolidation,individual,40000,36,9.44,1280.2,B,B1,Feb-2018,Current,whole,Cash,36092.05,5068.36,3907.95,1160.41,0.0
dental assistant,10.0,TN,MORTGAGE,83000.0,Not Verified,12.61,,,,0,60.0,2002,1,18,9,304258,33365,0,1,,0,0,1,2,11.0,9,0.0,0,1,20000,9,7,4,4,94.4,0,1,other,individual,10000,60,10.9,216.93,B,B4,Feb-2018,Current,whole,Cash,9488.7,855.61,511.3,344.31,0.0
advisor,10.0,CT,OWN,106000.0,Verified,16.88,,,,0,,1982,1,36,14,377097,46875,0,0,,0,0,2,9,12.0,14,0.0,0,7,43000,22,11,10,3,97.2,0,0,debt_consolidation,individual,40000,60,11.98,889.38,B,B5,Mar-2018,Current,whole,DirectPay,38515.13,2641.52,1484.87,1156.65,0.0
writer,5.0,CA,RENT,30000.0,Not Verified,14.48,,,,0,63.0,2007,0,9,5,39040,14161,0,0,,0,0,1,0,,5,0.0,0,3,34500,7,4,3,0,88.9,0,0,debt_consolidation,individual,13500,36,5.31,406.49,A,A1,Mar-2018,Current,whole,DirectPay,12455.13,1193.59,1044.87,148.72,0.0
ceo,8.0,CA,OWN,110000.0,Verified,22.1,,,,1,13.0,2002,2,43,16,590365,109960,0,0,,0,0,2,8,2.0,16,,0,12,93424,31,13,8,3,95.0,0,0,small_business,individual,24000,36,7.97,751.75,A,A5,Jan-2018,Current,whole,Cash,20998.65,3748.12,3001.35,746.77,0.0
city carrier assistant,1.0,WA,RENT,60000.0,Not Verified,2.84,,,,0,,2008,0,4,3,15200,4102,0,0,,0,0,0,2,13.0,3,0.0,0,2,12500,3,3,2,0,100.0,0,0,major_purchase,individual,6000,36,6.07,182.73,A,A2,Mar-2018,Current,fractional,Cash,5200.0,895.53,800.0,95.53,0.0
b tech,0.0,AZ,MORTGAGE,34000.0,Source Verified,13.2,,,,0,34.0,2009,4,8,8,153531,8983,0,0,34.0,0,0,3,5,2.0,8,0.0,0,2,1500,3,3,3,1,87.5,0,0,debt_consolidation,individual,12000,36,10.91,392.36,B,B4,Jan-2018,Current,whole,Cash,10557.71,1943.62,1442.29,501.33,0.0
financial analyst,1.0,NY,MORTGAGE,86000.0,Verified,10.81,,,,0,42.0,2004,3,29,15,511274,46604,0,0,52.0,0,0,3,6,1.0,15,0.0,0,4,63400,22,11,8,1,62.1,0,0,home_improvement,individual,4000,36,6.71,122.98,A,A3,Feb-2018,Fully Paid,whole,Cash,0.0,4065.6849185726,4000.0,65.68,0.0
sr compensation analyst,6.0,WI,MORTGAGE,97500.0,Source Verified,31.35,,,,0,41.0,2002,0,37,24,714755,172425,0,0,,0,0,10,4,15.0,24,0.0,0,4,79400,18,11,4,5,100.0,0,0,credit_card,individual,17575,36,5.31,529.19,A,A1,Mar-2018,Current,whole,DirectPay,16670.16,1053.2,904.84,148.36,0.0
regional credit center assistant manager,6.0,ME,RENT,100000.0,Source Verified,11.46,,,,0,,1996,0,20,16,79281,29179,0,0,,0,662,2,9,13.0,16,0.0,0,7,55300,17,14,7,0,100.0,0,0,debt_consolidation,individual,25000,36,10.42,811.62,B,B3,Jan-2018,Current,fractional,Cash,21975.24,4043.63,3024.76,1018.87,0.0
analyst,3.0,NY,RENT,97000.0,Source Verified,11.22,,,,0,,2008,5,15,13,49528,41545,0,0,,0,0,3,4,3.0,13,0.0,0,7,19300,11,10,9,0,100.0,0,0,credit_card,individual,8550,36,9.93,275.61,B,B2,Jan-2018,Current,whole,DirectPay,7508.61,1373.33,1041.39,331.94,0.0
teacher,3.0,IN,MORTGAGE,42000.0,Source Verified,22.07,,,,0,63.0,2005,0,24,16,229703,76754,0,0,63.0,0,283,6,7,19.0,16,0.0,0,4,13100,12,9,8,3,95.8,0,0,credit_card,individual,10000,36,6.71,307.45,A,A3,Mar-2018,Current,whole,DirectPay,9241.17,918.62,758.83,159.79,0.0
sales manager,2.0,GA,RENT,40400.0,Not Verified,27.17,,,,0,,1984,1,16,11,90564,29133,0,0,,0,0,1,0,0.0,11,0.0,0,4,38200,11,8,6,0,100.0,0,0,debt_consolidation,individual,10500,36,5.32,316.21,A,A1,Feb-2018,Current,whole,Cash,9414.17,1261.74,1085.83,175.91,0.0
techinology cooridinator,10.0,FL,MORTGAGE,115000.0,Source Verified,23.93,,,,0,,2006,0,29,12,326429,64232,0,0,,0,0,3,2,19.0,12,0.0,0,2,23200,14,7,5,4,100.0,0,0,debt_consolidation,individual,25000,36,6.72,768.74,A,A3,Jan-2018,Current,whole,Cash,21820.89,3825.03,3179.11,645.92,0.0
driver,3.0,NY,RENT,70000.0,Source Verified,0.0,,,,0,78.0,2003,0,7,2,600,0,0,0,78.0,0,0,0,1,,2,0.0,0,0,600,6,2,0,0,71.4,0,0,credit_card,individual,16000,36,10.42,519.44,B,B3,Jan-2018,Current,whole,Cash,14064.14,2578.68,1935.86,642.82,0.0
installer/technician,10.0,MD,MORTGAGE,85000.0,Not Verified,9.81,,,,0,,2003,0,16,11,286600,36664,0,0,,0,0,1,2,16.0,11,0.0,0,2,10500,12,9,7,2,100.0,0,0,home_improvement,individual,14000,36,6.08,426.42,A,A2,Jan-2018,Current,whole,Cash,12204.46,2094.27,1795.54,298.73,0.0
pilot,10.0,TX,MORTGAGE,71487.0,Source Verified,18.52,,,,0,70.0,1983,5,17,7,236141,61100,0,1,70.0,0,94,3,6,0.0,7,0.0,0,1,4900,7,3,2,3,94.1,0,1,house,individual,6500,36,10.42,211.03,B,B3,Feb-2018,Fully Paid,whole,Cash,0.0,6502.3486805554,6500.0,2.35,0.0
maintenance tech ,2.0,NC,OWN,50000.0,Source Verified,25.11,,,,0,,2013,2,12,7,71194,48265,0,0,,0,0,3,6,9.0,7,0.0,0,2,17800,7,4,2,0,100.0,0,0,other,individual,15000,36,7.97,469.84,A,A5,Feb-2018,Current,whole,Cash,13881.96,1432.03,1118.04,313.99,0.0
sales,1.0,RI,RENT,60000.0,Source Verified,12.32,,,,0,28.0,2013,8,23,16,37744,17405,0,0,29.0,0,250,5,7,0.0,16,0.0,0,1,9400,17,11,2,0,87.0,0,0,debt_consolidation,individual,8000,36,10.9,261.54,B,B4,Feb-2018,Current,whole,Cash,7203.35,1066.47,796.65,269.82,0.0
rn clinical informatics coordinator ,3.0,AK,MORTGAGE,97000.0,Source Verified,7.29,,,,0,,1993,4,34,17,564083,24065,0,0,,0,0,1,6,0.0,17,0.0,0,3,43800,26,13,7,5,100.0,0,0,debt_consolidation,individual,23000,36,5.31,692.54,A,A1,Mar-2018,Current,whole,Cash,21815.86,1378.3,1184.14,194.16,0.0
owner ,10.0,MA,MORTGAGE,125000.0,Source Verified,5.44,,,,2,8.0,2002,1,9,7,280900,21497,0,0,,0,0,0,3,10.0,7,0.0,0,4,32900,6,6,4,1,77.8,0,0,credit_card,individual,18000,36,6.07,548.17,A,A2,Mar-2018,Current,whole,DirectPay,17083.45,1090.27,916.55,173.72,0.0
housekeeping manager,8.0,NY,RENT,40000.0,Not Verified,6.87,,,,0,,2013,0,11,9,35600,10697,0,0,,0,0,0,7,14.0,9,0.0,0,4,34800,10,9,4,0,100.0,0,0,credit_card,individual,12000,36,7.35,372.45,A,A4,Feb-2018,Current,whole,Cash,10640.76,1619.26,1359.24,260.02,0.0
regional sales manager,5.0,ID,OWN,52500.0,Not Verified,9.92,,,,0,30.0,2003,1,17,5,31453,7338,0,0,,0,0,1,1,5.0,5,0.0,0,1,10000,8,4,2,2,87.5,0,0,medical,individual,4650,36,6.71,142.97,A,A3,Mar-2018,Current,whole,Cash,3846.46,875.44,803.54,71.9,0.0
house keeper,5.0,WA,MORTGAGE,50000.0,Source Verified,25.16,,,,1,13.0,1996,5,26,10,67947,50045,0,0,36.0,0,0,2,5,5.0,10,0.0,0,3,15700,19,8,4,2,84.6,0,0,other,individual,18000,36,7.97,563.81,A,A5,Jan-2018,Current,whole,Cash,15749.0,2811.08,2251.0,560.08,0.0
teacher'saide,7.0,TX,MORTGAGE,45000.0,Source Verified,13.79,,,,0,,2005,5,12,6,171631,121788,0,0,,0,0,3,7,7.0,6,0.0,0,1,2500,5,2,1,1,100.0,0,0,other,individual,6000,36,10.42,194.79,B,B3,Feb-2018,Current,whole,Cash,5400.65,793.05,599.35,193.7,0.0
director of career center,10.0,MT,MORTGAGE,105832.0,Verified,10.52,,,,0,34.0,1991,2,25,4,292894,51261,0,0,34.0,0,0,2,3,6.0,4,0.0,0,0,0,9,1,1,4,76.0,0,0,other,individual,24000,36,6.72,737.99,A,A3,Jan-2018,Current,whole,Cash,20948.06,3672.03,3051.94,620.09,0.0
production manager,10.0,GA,MORTGAGE,94966.0,Source Verified,10.54,,,,1,17.0,1994,1,29,15,275065,29979,0,0,78.0,0,0,12,2,6.0,15,0.0,0,1,11400,10,2,2,5,93.1,0,0,house,individual,7000,36,6.08,213.21,A,A2,Jan-2018,Current,whole,Cash,6283.6,854.03,716.4,137.63,0.0
broker,3.0,OR,RENT,60000.0,Source Verified,16.42,,,,0,,1987,1,22,9,43522,26919,0,1,,0,0,2,6,10.0,9,,0,4,17800,13,7,6,1,100.0,0,1,debt_consolidation,individual,20000,36,9.44,640.1,B,B1,Jan-2018,Current,fractional,Cash,17547.89,3174.28,2452.11,722.17,0.0
vp,3.0,NC,MORTGAGE,2300000.0,Verified,3.08,,,,0,35.0,1998,1,27,9,2761000,942456,0,2,64.0,0,0,1,7,10.0,9,0.0,0,4,112000,11,7,5,3,92.3,2,0,major_purchase,individual,40000,36,9.44,1280.2,B,B1,Jan-2018,Fully Paid,whole,Cash,0.0,41133.5339462166,40000.0,1133.53,0.0
management & program analyst,7.0,MD,MORTGAGE,151500.0,Source Verified,11.85,,,,0,,1985,3,38,17,633067,102668,0,0,,0,0,6,0,5.0,17,0.0,0,1,37500,18,10,4,5,100.0,0,0,debt_consolidation,individual,40000,36,5.31,1204.42,A,A1,Mar-2018,Current,whole,Cash,36904.08,3601.46,3095.92,505.54,0.0
corporate sales manager,2.0,NJ,MORTGAGE,65000.0,Not Verified,16.76,,,,0,,2001,1,16,10,141400,36229,0,0,,0,0,1,3,5.0,10,0.0,0,6,52300,9,8,6,1,100.0,0,0,debt_consolidation,individual,7800,36,9.43,249.61,B,B1,Mar-2018,Current,whole,Cash,7230.6,728.4,569.4,159.0,0.0
advisor,10.0,RI,MORTGAGE,98000.0,Source Verified,17.67,,,,0,,2000,1,15,7,332710,43098,0,0,,0,0,2,2,9.0,7,0.0,0,1,32000,9,4,2,2,100.0,0,0,debt_consolidation,individual,35000,60,11.98,778.21,B,B5,Mar-2018,Current,whole,Cash,33700.73,2288.04,1299.27,988.77,0.0
web front-end designer,2.0,CA,RENT,38700.0,Source Verified,29.24,,,,0,,2008,0,6,6,57250,26450,0,0,,0,0,3,2,18.0,6,0.0,0,2,26500,3,3,2,0,100.0,0,0,debt_consolidation,individual,14000,36,7.97,438.52,A,A5,Feb-2018,Current,whole,Cash,12249.21,2149.21,1750.79,398.42,0.0
,,TN,MORTGAGE,0.0,Not Verified,,150000.0,Not Verified,13.68,0,,1989,2,20,12,376670,73682,0,0,,0,0,1,4,3.0,12,0.0,0,5,43600,13,10,9,4,100.0,0,0,debt_consolidation,joint,25000,36,6.72,768.74,A,A3,Jan-2018,Current,whole,Cash,22463.84,3065.63,2536.16,529.47,0.0
software engineer,10.0,CA,MORTGAGE,120000.0,Verified,4.76,178000.0,Not Verified,9.68,0,,1994,1,12,6,331900,2863,0,0,,0,0,0,1,5.0,6,0.0,0,3,21800,8,5,3,2,100.0,0,0,credit_card,joint,25000,36,5.32,752.87,A,A1,Jan-2018,Current,whole,Cash,21761.23,3749.57,3238.77,510.8,0.0
assistant manager of bus schedules,10.0,NY,OWN,80000.0,Not Verified,16.7,,,,0,26.0,2004,0,25,10,351287,42935,0,0,48.0,0,0,3,4,17.0,10,0.0,0,2,6300,13,6,4,5,77.3,0,0,debt_consolidation,individual,10000,36,7.35,310.38,A,A4,Jan-2018,Current,whole,Cash,8994.29,1237.44,1005.71,231.73,0.0
paraprofession,10.0,MN,MORTGAGE,68000.0,Not Verified,19.22,,,,0,61.0,1998,6,46,26,296634,48467,0,0,,0,0,2,11,4.0,26,0.0,0,5,41700,33,23,9,3,97.8,0,0,debt_consolidation,individual,12500,60,11.99,278.0,B,B5,Jan-2018,Current,whole,Cash,11719.03,1381.67,780.97,600.7,0.0
owner ,10.0,MO,MORTGAGE,110000.0,Not Verified,17.36,,,,0,,2004,3,18,11,87550,60828,0,1,,0,0,4,5,8.0,11,0.0,0,4,24300,10,7,5,2,100.0,0,1,debt_consolidation,individual,18000,36,10.91,588.54,B,B4,Jan-2018,Current,whole,Cash,15836.57,2931.79,2163.43,768.36,0.0
nurse practitioner ,10.0,NC,MORTGAGE,120000.0,Not Verified,18.76,,,,0,66.0,1999,1,20,11,188924,61184,0,0,,0,0,4,5,9.0,11,0.0,0,3,29000,8,6,3,2,95.0,0,0,small_business,individual,20000,36,6.07,609.08,A,A2,Mar-2018,Current,whole,Cash,18468.54,1820.5,1531.46,289.04,0.0
speech pathologist supervisor,3.0,SC,MORTGAGE,86000.0,Verified,20.32,,,,0,,1997,1,32,17,303755,42222,0,0,,0,0,2,4,11.0,17,0.0,0,0,113900,18,14,0,4,100.0,0,0,debt_consolidation,individual,40000,36,5.32,1204.6,A,A1,Jan-2018,Current,whole,Cash,35863.53,4806.58,4136.47,670.11,0.0
plant manager,10.0,TX,MORTGAGE,90000.0,Source Verified,10.08,190000.0,Not Verified,6.51,0,,2005,0,26,12,206636,35472,0,0,,0,73,1,5,20.0,12,0.0,0,7,37800,16,10,8,4,100.0,0,0,home_improvement,joint,15000,36,6.07,456.81,A,A2,Mar-2018,Current,whole,Cash,13851.66,1360.31,1148.34,211.97,0.0
costing administrator,3.0,IN,OWN,60000.0,Not Verified,16.18,,,,0,,1998,1,26,10,56600,30932,0,0,,0,0,1,5,12.0,10,0.0,0,3,41300,18,9,5,1,100.0,0,0,car,individual,3000,36,10.9,98.08,B,B4,Mar-2018,Current,whole,Cash,2785.57,292.42,214.43,77.99,0.0
blackjack dealer,1.0,CA,OWN,20000.0,Source Verified,17.17,,,,0,,2013,1,19,10,40649,8963,0,0,,0,0,1,4,0.0,10,0.0,0,2,22400,16,9,2,0,100.0,0,0,credit_card,individual,8000,36,9.44,256.04,B,B1,Jan-2018,Current,whole,Cash,7019.16,1276.0,980.84,295.16,0.0
,,CA,OWN,49000.0,Verified,17.24,,,,0,72.0,1983,1,44,18,75300,26067,0,0,72.0,0,0,1,12,10.0,18,0.0,0,2,33800,33,17,4,1,97.7,0,0,debt_consolidation,individual,5500,36,10.42,178.56,B,B3,Jan-2018,Current,whole,Cash,4834.53,889.62,665.47,224.15,0.0
supply tech,10.0,NC,MORTGAGE,43000.0,Source Verified,18.14,,,,0,,2005,2,6,3,87717,34662,0,0,,0,0,1,4,4.0,3,0.0,0,0,0,3,1,1,1,100.0,0,0,credit_card,individual,4500,36,6.08,137.07,A,A2,Feb-2018,Current,whole,DirectPay,4039.43,546.76,460.57,86.19,0.0
export ops supervisor,10.0,FL,MORTGAGE,61175.0,Source Verified,6.36,,,,0,,2013,0,10,7,21200,11554,0,0,,0,0,0,0,,7,0.0,0,3,15300,8,7,4,0,100.0,0,0,debt_consolidation,individual,13000,36,9.44,416.07,B,B1,Jan-2018,Current,whole,Cash,11406.1,2063.31,1593.9,469.41,0.0
director,5.0,KS,OWN,93000.0,Not Verified,9.59,,,,0,36.0,1995,1,27,10,46300,19581,0,0,,0,0,1,2,10.0,10,0.0,0,3,21600,17,9,6,2,100.0,0,0,debt_consolidation,individual,18200,36,7.96,569.99,A,A5,Mar-2018,Current,whole,Cash,17298.49,1156.08,901.51,254.57,0.0
server,6.0,FL,RENT,40000.0,Not Verified,15.18,,,,0,,2007,1,8,6,26664,14120,0,0,,0,0,1,2,10.0,6,0.0,0,4,19800,5,5,4,0,100.0,0,0,credit_card,individual,10000,36,6.72,307.5,A,A3,Feb-2018,Current,whole,Cash,8985.52,1226.27,1014.48,211.79,0.0
driver,7.0,CT,RENT,48000.0,Source Verified,27.9,,,,0,,2006,0,7,6,86046,32644,0,0,,0,0,3,2,16.0,6,0.0,0,0,19800,4,3,1,0,100.0,0,0,debt_consolidation,individual,6000,36,7.34,186.2,A,A4,Mar-2018,Current,whole,Cash,5700.09,367.51,299.91,67.6,0.0
server,2.0,AZ,OWN,45000.0,Source Verified,9.81,,,,0,,1998,4,10,6,375048,23822,0,0,,0,0,1,1,0.0,6,0.0,0,3,77000,5,3,3,3,100.0,0,0,debt_consolidation,individual,18450,36,6.71,567.24,A,A3,Mar-2018,Current,whole,Cash,17519.26,1120.72,930.74,189.98,0.0
operating engineer ,3.0,NJ,RENT,89000.0,Not Verified,6.31,,,,0,,2014,2,7,7,34038,15307,0,0,,0,0,1,4,6.0,7,0.0,0,3,15600,5,5,5,0,100.0,0,0,credit_card,individual,5000,36,9.93,161.18,B,B2,Feb-2018,Current,fractional,Cash,4514.8,641.96,485.2,156.76,0.0
supervisor front desk,10.0,WA,MORTGAGE,35000.0,Verified,43.38,79000.0,Verified,21.16,0,,2003,4,11,8,344718,42113,0,0,,0,0,2,2,9.0,8,0.0,0,4,35600,6,4,4,3,100.0,0,0,home_improvement,joint,16600,36,7.34,515.15,A,A4,Mar-2018,In Grace Period,fractional,Cash,15770.24,1016.76,829.76,187.0,0.0
senior analyst,1.0,NJ,RENT,40000.0,Source Verified,0.75,,,,0,35.0,2007,0,5,0,0,0,0,0,,0,0,0,0,23.0,0,0.0,0,0,0,5,0,0,0,60.0,0,0,debt_consolidation,individual,5000,36,11.99,166.05,B,B5,Jan-2018,Current,whole,Cash,4407.83,823.59,592.17,231.42,0.0
it manager,10.0,LA,MORTGAGE,120000.0,Source Verified,17.77,,,,0,27.0,1996,2,33,12,535313,82641,0,0,,0,0,2,2,6.0,12,0.0,0,5,66100,18,8,6,7,97.0,0,0,credit_card,individual,30000,36,7.34,930.99,A,A4,Feb-2018,Current,whole,Cash,26982.5,3711.73,3017.5,694.23,0.0
,,TX,OWN,25000.0,Source Verified,9.07,,,,0,,1973,0,8,4,8600,5890,0,1,,0,0,0,4,14.0,4,0.0,0,4,8600,7,4,4,0,100.0,0,1,debt_consolidation,individual,10000,36,11.99,332.1,B,B5,Feb-2018,Current,fractional,Cash,9057.25,1311.75,942.75,369.0,0.0
courier ,2.0,NY,RENT,30000.0,Not Verified,14.04,,,,0,,2008,0,8,7,21800,13550,0,0,,0,0,0,1,,7,0.0,0,5,21800,8,7,5,0,100.0,0,0,credit_card,individual,13000,36,9.93,419.05,B,B2,Jan-2018,Current,whole,Cash,11092.05,2472.14,1907.95,564.19,0.0
data entry,10.0,MA,MORTGAGE,27703.0,Source Verified,8.23,,,,0,48.0,2000,1,9,6,44650,4340,0,0,48.0,0,0,0,2,4.0,6,0.0,0,3,11600,6,5,4,2,77.8,0,0,debt_consolidation,individual,8000,36,6.72,246.0,A,A3,Jan-2018,Current,whole,Cash,6982.67,1227.01,1017.33,209.68,0.0
cashier ,2.0,IL,MORTGAGE,22000.0,Source Verified,4.09,97000.0,Not Verified,17.06,0,,2010,2,7,6,28300,1550,0,0,,0,0,0,1,5.0,6,0.0,0,3,21800,6,6,3,0,100.0,0,0,debt_consolidation,joint,12000,36,6.72,369.0,A,A3,Jan-2018,Current,whole,Cash,10474.0,1840.52,1526.0,314.52,0.0
project manager,10.0,WA,MORTGAGE,80000.0,Not Verified,9.35,,,,0,66.0,2006,1,25,9,321249,27173,0,0,66.0,0,0,1,4,4.0,9,0.0,0,4,28000,14,7,5,4,96.0,0,0,home_improvement,individual,12000,36,6.72,369.0,A,A3,Jan-2018,Current,whole,Cash,10474.0,1840.52,1526.0,314.52,0.0
truck driver,0.0,MI,MORTGAGE,110000.0,Source Verified,11.63,167000.0,Source Verified,18.28,0,48.0,2007,0,17,12,234777,40770,0,0,48.0,0,1732,2,2,13.0,12,0.0,0,3,11800,10,8,5,3,93.8,0,0,credit_card,joint,20000,36,11.98,664.1,B,B5,Mar-2018,Current,whole,Cash,18592.74,1978.99,1407.26,571.73,0.0
active duty,10.0,CA,MORTGAGE,60000.0,Verified,7.6,125000.0,Verified,19.89,0,,2005,1,36,18,506509,14097,0,0,,0,0,1,4,6.0,18,0.0,0,1,59300,28,16,1,3,100.0,0,0,debt_consolidation,joint,2200,36,6.08,67.01,A,A2,Jan-2018,Current,whole,Cash,1917.92,335.05,282.08,52.97,0.0
truck driver ,2.0,FL,RENT,70000.0,Source Verified,8.02,,,,0,,2011,1,9,7,40100,19766,0,0,,0,0,0,2,8.0,7,,0,5,38600,9,7,5,0,100.0,0,0,debt_consolidation,individual,20000,36,10.42,649.3,B,B3,Jan-2018,Current,fractional,Cash,17226.37,3584.92,2773.63,811.29,0.0
bus monitor ,3.0,IL,OWN,20600.0,Source Verified,25.23,49600.0,Source Verified,14.64,0,,2000,4,25,16,78128,13282,0,0,,0,0,1,7,0.0,16,0.0,0,2,34500,20,15,3,1,100.0,0,0,house,joint,25000,36,7.96,782.95,A,A5,Mar-2018,Current,whole,Cash,23761.67,1554.84,1238.33,316.51,0.0
supervisor ,5.0,TX,MORTGAGE,93000.0,Source Verified,13.2,,,,0,,2007,2,18,11,212961,25055,0,0,,0,0,2,1,1.0,11,0.0,0,5,29400,13,8,5,1,100.0,0,0,vacation,individual,3000,36,9.93,96.71,B,B2,Feb-2018,Current,whole,Cash,2708.87,385.18,291.13,94.05,0.0
management analyst,10.0,VA,MORTGAGE,110000.0,Verified,31.89,,,,0,,1999,1,30,22,220975,115250,0,0,,0,0,4,5,4.0,22,0.0,0,9,85600,23,18,13,1,100.0,0,0,credit_card,individual,37025,36,7.96,1159.55,A,A5,Mar-2018,Current,whole,Cash,34264.92,3462.28,2760.08,702.2,0.0
inventory,10.0,UT,MORTGAGE,57000.0,Source Verified,15.47,,,,0,,1999,0,20,9,202500,32797,0,0,,0,0,1,2,,9,0.0,0,4,30500,11,7,5,3,100.0,0,0,car,individual,5000,36,6.08,152.3,A,A2,Feb-2018,Current,whole,Cash,4488.26,605.82,511.74,94.08,0.0
team leader,10.0,FL,MORTGAGE,68000.0,Source Verified,17.1,,,,0,,1996,2,23,16,350947,25447,0,1,,0,0,2,9,8.0,16,0.0,0,1,11300,16,13,9,1,100.0,0,1,credit_card,individual,10000,36,7.97,313.23,A,A5,Jan-2018,Current,whole,Cash,9002.87,1248.49,997.13,251.36,0.0
regional sales manager,10.0,IN,MORTGAGE,100000.0,Source Verified,11.95,,,,0,63.0,2005,0,42,13,231686,64495,0,0,,0,0,2,5,20.0,13,0.0,0,3,23100,16,10,5,2,95.2,0,0,debt_consolidation,individual,18000,36,10.42,584.37,B,B3,Jan-2018,Current,whole,Cash,15822.16,2989.58,2177.84,811.74,0.0
project manager,10.0,IN,RENT,40000.0,Not Verified,19.29,,,,0,,2005,5,31,13,198918,11908,0,1,,0,0,1,5,1.0,13,0.0,0,4,32800,23,11,7,1,100.0,0,1,credit_card,individual,12000,36,7.35,372.45,A,A4,Jan-2018,Current,fractional,Cash,10793.17,1484.9,1206.83,278.07,0.0
tech support specialist,2.0,FL,OWN,43000.0,Not Verified,14.23,,,,0,,2011,2,33,29,53661,49538,0,0,,0,0,15,14,2.0,29,0.0,0,8,6800,16,14,11,0,100.0,0,0,debt_consolidation,individual,4800,36,7.35,148.98,A,A4,Jan-2018,Current,whole,Cash,4194.73,742.94,605.27,137.67,0.0
residential ast,10.0,CT,MORTGAGE,45000.0,Not Verified,37.49,,,,0,68.0,1980,2,42,21,195191,44537,0,0,68.0,0,0,4,5,6.0,21,0.0,0,5,12800,28,16,8,3,92.9,0,0,debt_consolidation,individual,4900,36,7.35,152.09,A,A4,Jan-2018,Current,fractional,Cash,4282.09,758.45,617.91,140.54,0.0
registered nurse,10.0,CA,OWN,200000.0,Source Verified,5.39,,,,0,58.0,1999,3,27,14,556504,47713,0,0,58.0,0,0,2,10,2.0,14,0.0,0,6,69200,13,11,8,4,85.2,0,0,car,individual,35000,60,10.42,750.91,B,B3,Jan-2018,Current,whole,Cash,32725.88,3714.03,2274.12,1439.91,0.0
training records specialist,3.0,WA,MORTGAGE,42000.0,Not Verified,26.71,,,,0,,2011,0,18,17,298860,31825,0,0,,0,0,12,2,21.0,17,0.0,0,3,26300,4,4,3,2,100.0,0,0,debt_consolidation,individual,8000,36,6.72,246.0,A,A3,Jan-2018,Current,whole,DirectPay,6982.67,1224.03,1017.33,206.7,0.0
dental hygienist,0.0,TX,RENT,68000.0,Not Verified,13.38,,,,0,39.0,1987,0,33,11,54758,27882,0,0,39.0,0,0,1,3,18.0,11,0.0,0,6,20200,25,10,6,2,81.8,0,0,credit_card,individual,18000,60,9.93,381.83,B,B2,Jan-2018,Current,whole,Cash,16816.17,1899.22,1183.83,715.39,0.0
division chief,10.0,CA,MORTGAGE,265000.0,Source Verified,5.7,,,,0,51.0,2003,4,46,16,819496,56832,0,0,58.0,0,0,2,13,7.0,16,0.0,0,3,42500,19,12,3,4,93.2,0,0,home_improvement,individual,35000,60,7.35,698.84,A,A4,Feb-2018,Current,whole,Cash,33044.26,2859.68,1955.74,903.94,0.0
construction wireman,2.0,CA,RENT,35000.0,Source Verified,18.42,,,,0,,2013,0,4,4,21664,16739,0,0,,0,0,1,1,,4,0.0,0,3,13300,3,3,3,0,100.0,0,0,debt_consolidation,individual,11500,36,11.99,381.91,B,B5,Feb-2018,Current,whole,DirectPay,10415.86,1519.98,1084.14,435.84,0.0
mla,1.0,CA,RENT,45000.0,Source Verified,19.97,,,,0,60.0,2007,1,17,4,61944,43667,0,0,,0,0,1,2,1.0,4,0.0,0,1,15800,10,3,1,0,88.2,0,0,other,individual,20000,36,10.91,653.93,B,B4,Jan-2018,Current,fractional,Cash,17596.2,3257.53,2403.8,853.73,0.0
