emp_title,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,months_since_last_delinq,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,paid_total,paid_principal,paid_interest,paid_late_fees
medical assistant,10.0,MA,RENT,38000.0,Source Verified,24.16,,,,0,35.0,2005,1,23,12,72628,40697,0,0,,0,0,2,4,7.0,12,0.0,0,2,28000,18,9,3,0,95.7,0,0,debt_consolidation,individual,24000,60,26.77,729.56,E,E5,Mar-2018,Current,whole,Cash,23404.43,2117.29,595.57,1521.72,0.0
county counsel,0.0,CA,OWN,150000.0,Verified,26.66,,,,0,33.0,1990,2,23,10,249330,266569,0,0,59.0,0,0,3,2,2.0,10,0.0,0,6,42100,8,6,6,6,90.9,0,0,credit_card,individual,35000,60,19.03,908.5,D,D3,Jan-2018,Current,whole,Cash,33175.76,4505.5,1824.24,2681.26,0.0
owner ,4.0,CA,RENT,75000.0,Source Verified,11.9,,,,0,43.0,2007,2,21,7,35600,17808,0,0,75.0,0,0,1,6,3.0,7,0.0,0,3,11300,16,6,4,0,85.7,0,0,major_purchase,individual,35000,36,15.04,1213.98,C,C4,Mar-2018,Current,whole,Cash,32644.79,3612.7,2355.21,1257.49,0.0
lead repair tech,8.0,UT,MORTGAGE,70000.0,Verified,33.55,110000.0,Verified,31.78,0,,2005,9,44,23,263379,75796,0,0,,0,0,4,6,5.0,23,0.0,0,5,18700,32,18,11,2,100.0,0,0,debt_consolidation,joint,36000,36,11.98,1195.38,B,B5,Mar-2018,Current,whole,Cash,34319.69,2342.84,1680.31,662.53,0.0
senior technical coordinator,6.0,TX,RENT,60198.0,Verified,30.8,,,,7,8.0,2004,0,28,11,49118,19808,1,0,8.0,0,65,8,1,22.0,11,0.0,0,2,6300,10,3,2,0,77.8,0,0,moving,individual,3300,36,21.85,125.78,D,D5,Mar-2018,Current,whole,Cash,3099.31,373.33,200.69,172.64,0.0
evp operations,10.0,FL,MORTGAGE,325000.0,Source Verified,7.24,,,,1,4.0,2000,1,18,10,912840,115532,0,0,,0,0,2,3,7.0,10,0.0,0,2,28500,8,7,5,2,94.4,0,0,credit_card,individual,20000,36,11.99,664.2,B,B5,Jan-2018,Current,whole,Cash,12564.53,8307.68,7435.47,872.21,0.0
registered nurse,10.0,VA,MORTGAGE,87000.0,Not Verified,29.85,,,,0,,1984,1,17,12,263599,92040,0,0,,0,0,5,5,1.0,12,0.0,0,3,25000,8,6,6,1,100.0,0,0,debt_consolidation,individual,24000,60,28.72,757.72,F,F1,Mar-2018,Current,whole,Cash,23436.77,2426.33,563.23,1863.1,0.0
corporate trainer,5.0,FL,MORTGAGE,41000.0,Source Verified,12.76,,,,0,,1995,3,6,6,27597,18912,0,1,,0,56,2,5,0.0,6,0.0,0,2,1900,4,4,3,0,100.0,1,0,home_improvement,individual,10000,36,20.0,371.64,D,D4,Feb-2018,Current,fractional,Cash,9160.68,1464.34,839.32,625.02,0.0
support supervisor,7.0,AR,MORTGAGE,20000.0,Verified,49.94,76200.0,Verified,26.35,0,,2013,4,11,8,277911,42088,0,0,,0,0,1,7,1.0,8,0.0,0,2,15000,6,6,5,3,100.0,0,0,debt_consolidation,joint,24000,60,12.61,541.3,C,C1,Mar-2018,Current,whole,Cash,23123.55,1607.09,876.45,730.64,0.0
customer service manager,5.0,FL,RENT,31000.0,Source Verified,24.08,,,,0,57.0,2012,0,11,10,45460,25308,1,0,,0,383,5,0,,10,0.0,0,3,12500,5,5,4,0,90.9,0,0,debt_consolidation,individual,10000,36,16.01,351.62,C,C5,Mar-2018,Current,fractional,Cash,9336.62,1037.07,663.38,373.69,0.0
facilities technician,9.0,WI,MORTGAGE,44000.0,Verified,29.68,,,,0,,2003,1,21,10,207507,37428,0,1,,0,0,2,5,11.0,10,0.0,0,3,22200,8,6,4,3,100.0,0,1,debt_consolidation,individual,8000,36,21.85,304.91,D,D5,Mar-2018,Current,whole,Cash,2397.76,5895.31,5602.24,293.07,0.0
medical assistant,5.0,OR,MORTGAGE,53000.0,Verified,36.5,,,,0,,2003,0,19,13,197617,62473,0,0,,0,0,4,2,15.0,13,0.0,0,5,33500,12,8,6,2,100.0,0,0,debt_consolidation,individual,15000,36,23.88,587.55,E,E2,Feb-2018,Current,fractional,Cash,13808.83,2330.3,1191.17,1139.13,0.0
shipping and recieving,6.0,WI,MORTGAGE,65000.0,Not Verified,30.96,124000.0,Not Verified,17.28,0,,1991,3,46,17,194050,70601,0,0,,0,0,3,4,9.0,17,0.0,0,9,51100,24,12,10,4,100.0,0,0,credit_card,joint,25000,60,13.59,576.41,C,C2,Jan-2018,Current,whole,Cash,23499.98,2863.17,1500.02,1363.15,0.0
executive director,2.0,NY,RENT,191000.0,Not Verified,12.75,,,,1,11.0,1993,1,19,8,65617,37974,0,0,11.0,0,0,2,1,10.0,8,0.0,0,2,5100,9,5,4,3,88.9,0,0,debt_consolidation,individual,28000,36,9.44,896.14,B,B1,Feb-2018,Current,whole,Cash,25264.44,3584.21,2735.56,848.65,0.0
director,4.0,TX,MORTGAGE,55000.0,Not Verified,49.56,190000.0,Not Verified,21.55,0,,2009,0,17,8,153559,100119,0,0,,0,0,2,2,,8,0.0,0,3,61400,11,6,3,1,100.0,0,0,credit_card,joint,12000,36,7.34,372.4,A,A4,Mar-2018,Current,whole,Cash,11097.5,1105.34,902.5,202.84,0.0
processor/underwriter,10.0,MO,MORTGAGE,74106.0,Not Verified,38.41,,,,0,,1984,5,37,11,225748,70389,0,0,,0,0,4,8,7.0,11,0.0,0,2,12500,15,6,3,4,100.0,0,0,credit_card,individual,7000,36,6.72,215.25,A,A3,Mar-2018,Current,whole,Cash,6468.89,643.14,531.11,112.03,0.0
compounder,7.0,NJ,RENT,40000.0,Verified,39.93,,,,0,,2007,2,15,10,83617,35334,0,0,,0,0,3,2,7.0,10,0.0,0,3,14900,10,7,4,0,100.0,0,0,other,individual,5000,36,9.44,160.03,B,B1,Feb-2018,Current,whole,Cash,4511.49,637.5,488.51,148.99,0.0
president,8.0,NC,MORTGAGE,71000.0,Not Verified,28.72,,,,1,7.0,2000,3,26,13,361396,43674,0,0,,0,0,4,4,3.0,13,0.0,0,4,35500,13,8,6,3,92.3,0,0,debt_consolidation,individual,10500,36,7.96,328.84,A,A5,Mar-2018,Current,whole,Cash,9717.26,981.88,782.74,199.14,0.0
correctional officer,10.0,WA,RENT,55000.0,Not Verified,25.27,110000.0,Not Verified,16.92,1,9.0,1996,3,13,8,69465,54307,0,1,,0,0,3,2,10.0,8,0.0,0,1,4500,9,5,2,0,80.0,0,1,car,joint,6000,36,23.87,234.99,E,E2,Mar-2018,Current,fractional,Cash,5646.12,661.22,353.88,307.34,0.0
business analysis,1.0,NC,OWN,165000.0,Not Verified,31.09,,,,0,,1992,2,34,16,667279,201020,0,0,,0,0,6,7,9.0,16,0.0,0,6,57600,10,8,7,2,100.0,0,0,debt_consolidation,individual,14000,60,9.92,296.91,B,B2,Mar-2018,Current,whole,Cash,13453.47,875.3,546.53,328.77,0.0
interior designer - sales,3.0,NY,RENT,68000.0,Source Verified,11.44,,,,0,37.0,1995,1,17,12,77657,77537,0,0,37.0,0,0,7,7,11.0,12,0.0,0,4,7300,8,5,5,0,91.7,0,0,credit_card,individual,4800,36,20.39,179.35,D,D4,Mar-2018,Current,fractional,Cash,4501.62,527.18,298.38,228.8,0.0
,10.0,AZ,OWN,20000.0,Verified,27.01,75000.0,Verified,20.32,1,7.0,1988,0,24,8,56168,2434,0,0,,0,0,1,1,,8,0.0,0,4,37500,19,7,4,0,95.8,0,0,debt_consolidation,joint,38000,60,11.98,844.91,B,B5,Mar-2018,Current,whole,Cash,36589.38,2509.44,1410.62,1098.82,0.0
machine operator,0.0,UT,RENT,22560.0,Verified,7.93,,,,0,30.0,2004,2,12,4,12300,5683,0,0,30.0,0,0,1,3,0.0,4,0.0,0,1,6000,8,3,2,2,83.3,0,0,other,individual,5000,36,21.45,189.54,D,D5,Mar-2018,Late (31-120 days),whole,Cash,4899.84,177.62,100.16,77.46,0.0
child welfare worker iii,10.0,CA,RENT,102000.0,Not Verified,8.85,,,,2,8.0,2001,3,25,13,59348,14187,0,0,,0,0,2,3,8.0,13,0.0,0,3,23000,16,11,5,0,95.7,0,0,credit_card,individual,16000,36,9.43,512.01,B,B1,Mar-2018,Current,whole,Cash,15224.4,1061.75,775.6,286.15,0.0
supervisor,8.0,FL,MORTGAGE,33000.0,Verified,17.2,88000.0,Verified,18.74,2,8.0,1992,0,12,7,174900,21684,0,0,,0,0,0,1,,7,0.0,0,2,22400,8,5,4,3,75.0,0,0,debt_consolidation,joint,32000,60,14.08,745.92,C,C3,Feb-2018,Current,whole,Cash,30491.89,3119.19,1508.11,1611.08,0.0
physical therapist,5.0,MI,MORTGAGE,60000.0,Source Verified,18.04,166000.0,Not Verified,10.7,2,14.0,1986,0,57,25,319089,64907,0,0,,0,0,2,9,16.0,25,0.0,0,3,79900,39,22,3,4,94.7,0,0,credit_card,joint,28000,60,9.44,587.24,B,B1,Feb-2018,Current,whole,Cash,26514.69,2319.59,1485.31,834.28,0.0
cna,10.0,WV,OWN,57000.0,Verified,35.5,,,,3,20.0,1999,2,42,22,71500,32316,0,0,20.0,0,8654,3,10,4.0,22,0.0,0,7,22200,32,19,10,0,92.9,0,0,credit_card,individual,11600,36,23.88,454.38,E,E2,Feb-2018,Current,fractional,Cash,10678.79,1786.74,921.21,865.53,0.0
driver,9.0,NJ,MORTGAGE,68000.0,Verified,14.31,,,,2,13.0,2004,0,10,6,30796,20073,0,1,,0,0,3,3,15.0,6,0.0,0,2,4200,3,3,3,1,80.0,0,1,debt_consolidation,individual,9000,36,14.08,307.95,C,C3,Jan-2018,Current,fractional,Cash,7964.23,1525.67,1035.77,489.9,0.0
,,VA,MORTGAGE,70000.0,Verified,21.26,,,,1,69.0,1996,2,27,14,402815,31008,1,0,18.0,0,230,4,6,2.0,13,,0,8,22100,11,7,7,3,96.0,0,0,home_improvement,individual,12000,36,17.47,430.65,D,D1,Mar-2018,Current,whole,Cash,11220.92,1280.3,779.08,501.22,0.0
physician,5.0,IL,MORTGAGE,180000.0,Source Verified,38.7,430000.0,Source Verified,24.87,0,75.0,2000,4,24,15,1045915,559079,0,0,,0,0,9,5,0.0,15,0.0,0,3,25700,10,5,4,2,95.7,0,0,home_improvement,joint,11000,36,11.98,365.26,B,B5,Mar-2018,Current,whole,Cash,10486.56,723.2,513.44,209.76,0.0
owner,5.0,CA,RENT,40000.0,Source Verified,40.38,160000.0,Source Verified,12.39,0,,2005,0,22,10,85581,35430,0,0,,0,0,3,0,,10,0.0,0,2,13600,8,7,4,0,100.0,0,0,medical,joint,8000,36,6.07,243.63,A,A2,Mar-2018,Current,whole,Cash,7387.42,725.49,612.58,112.91,0.0
family support worker,5.0,NE,MORTGAGE,40000.0,Verified,30.09,,,,0,46.0,2000,1,26,11,114438,19895,0,0,58.0,0,273,2,2,0.0,11,0.0,0,7,13200,13,8,7,1,69.2,0,0,debt_consolidation,individual,10000,36,10.91,326.97,B,B4,Feb-2018,Current,whole,Cash,9042.83,1301.82,957.17,344.65,0.0
owner ,3.0,VA,MORTGAGE,67600.0,Not Verified,17.04,153100.0,Not Verified,8.47,2,14.0,1990,0,16,5,48993,39908,0,0,39.0,0,0,1,1,18.0,5,0.0,0,3,9600,12,3,3,0,68.8,0,0,home_improvement,joint,35000,60,12.62,789.57,C,C1,Feb-2018,Current,whole,Cash,33287.27,3133.74,1712.73,1421.01,0.0
engineer,3.0,FL,MORTGAGE,115000.0,Verified,28.56,,,,0,44.0,2006,4,48,18,200790,155197,0,0,,0,0,11,4,4.0,18,0.0,0,4,19700,13,7,6,3,97.9,0,0,debt_consolidation,individual,12800,36,19.03,469.4,D,D3,Jan-2018,Current,fractional,Cash,11425.01,2319.94,1374.99,944.95,0.0
teacher,0.0,CA,RENT,85000.0,Not Verified,31.05,,,,0,27.0,1986,6,80,32,805515,873713,0,0,,0,0,13,6,4.0,32,0.0,0,4,15000,22,19,11,0,98.8,0,0,debt_consolidation,individual,20000,36,16.02,703.34,C,C5,Feb-2018,Current,whole,Cash,18219.37,2670.92,1780.63,890.29,0.0
customer service representative,3.0,CA,RENT,13050.0,Not Verified,49.4,43050.0,Not Verified,32.11,0,26.0,2007,0,11,8,43333,17404,0,0,,0,0,3,1,,8,0.0,0,3,22400,7,5,4,0,90.9,0,0,credit_card,joint,17000,60,20.0,450.4,D,D4,Feb-2018,Current,whole,Cash,16314.84,1782.71,685.16,1097.55,0.0
qa analyst,6.0,MS,RENT,51000.0,Verified,13.79,,,,1,11.0,2011,0,8,4,23500,13115,0,0,,0,0,1,2,14.0,4,0.0,0,2,4000,6,3,3,0,87.5,0,0,debt_consolidation,individual,17000,36,20.0,631.79,D,D4,Jan-2018,Current,fractional,Cash,15570.94,2508.27,1429.06,1079.21,0.0
linemen ,4.0,FL,RENT,135000.0,Source Verified,21.82,,,,0,60.0,2006,11,20,10,131176,115380,0,0,60.0,0,399,5,9,1.0,10,0.0,0,3,9900,10,5,3,0,85.0,0,0,debt_consolidation,individual,12800,36,21.85,487.85,D,D5,Mar-2018,Current,whole,Cash,12021.65,1448.01,778.35,669.66,0.0
owner,2.0,NY,MORTGAGE,150000.0,Source Verified,2.0,,,,1,22.0,1995,0,10,5,408100,8758,0,0,68.0,0,0,0,0,,5,0.0,0,4,20100,5,4,4,2,70.0,0,0,debt_consolidation,individual,25000,36,7.96,782.95,A,A5,Mar-2018,Current,whole,Cash,23136.34,2337.79,1863.66,474.13,0.0
truck driver,4.0,OH,RENT,72000.0,Source Verified,27.05,,,,1,20.0,2007,3,33,8,78948,43448,0,0,20.0,0,170,2,4,3.0,8,0.0,0,3,19300,22,5,4,3,96.9,0,0,credit_card,individual,12000,36,9.93,386.82,B,B2,Jan-2018,Current,fractional,Cash,10835.57,1540.66,1164.43,376.23,0.0
social worker,1.0,WA,RENT,60000.0,Source Verified,40.1,160000.0,Source Verified,15.24,0,52.0,1995,5,23,12,143439,95771,0,0,52.0,0,0,4,3,3.0,12,0.0,0,5,45100,16,8,5,2,95.7,0,0,other,joint,5000,36,5.31,150.56,A,A1,Mar-2018,Current,fractional,Cash,4742.56,298.17,257.44,40.73,0.0
recruiter,7.0,WA,RENT,95000.0,Not Verified,10.61,,,,0,34.0,1994,2,13,7,20100,11286,0,0,34.0,0,932,1,3,0.0,7,0.0,0,3,10200,8,6,4,0,92.3,0,0,debt_consolidation,individual,18000,36,16.01,632.92,C,C5,Feb-2018,Current,whole,Cash,16805.9,1882.75,1194.1,688.65,0.0
maintenance,4.0,IL,RENT,42000.0,Verified,11.43,,,,0,,2007,1,8,5,13800,8120,0,1,,0,0,2,4,7.0,5,0.0,0,2,4800,4,3,2,0,100.0,0,1,debt_consolidation,individual,8000,36,15.04,277.48,C,C4,Mar-2018,Current,whole,Cash,7461.67,825.76,538.33,287.43,0.0
manager,4.0,GA,RENT,24000.0,Verified,26.7,,,,0,,2011,0,14,9,30800,15802,0,0,,0,0,0,3,,9,0.0,0,6,27500,13,9,7,0,100.0,0,0,debt_consolidation,individual,15000,36,16.02,527.51,C,C5,Jan-2018,Current,whole,Cash,13319.42,2610.85,1680.58,930.27,0.0
investigator,10.0,IN,MORTGAGE,103500.0,Verified,22.06,,,,0,27.0,2003,14,31,19,295149,122524,0,0,29.0,0,0,3,11,5.0,19,0.0,0,7,20600,17,15,13,3,96.7,0,0,credit_card,individual,10700,36,23.87,419.07,E,E2,Mar-2018,Current,fractional,Cash,10068.92,1243.02,631.08,611.94,0.0
,,NY,MORTGAGE,0.0,Not Verified,,151000.0,Not Verified,6.07,0,36.0,2006,3,22,18,459857,40912,0,0,65.0,0,421,1,10,8.0,18,0.0,0,5,19900,18,15,7,2,90.9,0,0,debt_consolidation,joint,5000,36,15.04,173.43,C,C4,Mar-2018,Current,whole,Cash,4663.53,511.93,336.47,175.46,0.0
speech language assistant,10.0,NH,OWN,32000.0,Source Verified,35.0,,,,0,,1987,3,49,21,62010,32306,0,1,,0,0,5,9,7.0,19,0.0,0,5,17900,36,16,8,1,100.0,0,1,home_improvement,individual,7000,36,9.44,224.04,B,B1,Feb-2018,Current,whole,Cash,6316.09,892.49,683.91,208.58,0.0
tech,6.0,AR,MORTGAGE,49583.0,Verified,16.44,,,,0,,2007,1,12,6,36350,23241,0,0,,0,997,2,3,4.0,6,0.0,0,2,2000,6,4,3,0,100.0,0,0,home_improvement,individual,30000,60,24.84,877.73,E,E3,Mar-2018,Current,whole,Cash,29213.75,2632.48,786.25,1846.23,0.0
paraeducator iii,1.0,CA,RENT,32000.0,Not Verified,48.2,124000.0,Not Verified,22.64,0,,2006,0,16,12,80993,52728,0,0,,0,152,3,2,,12,0.0,0,2,16800,11,9,6,0,100.0,0,0,debt_consolidation,joint,12000,36,10.41,389.53,B,B3,Mar-2018,Current,whole,Cash,11136.26,1154.71,863.74,290.97,0.0
,,TX,OWN,0.0,Not Verified,,107000.0,Not Verified,27.72,0,58.0,1995,5,19,9,15100,2575,0,0,58.0,0,0,0,6,1.0,9,0.0,0,3,11000,9,9,5,0,89.5,0,0,debt_consolidation,joint,30000,60,18.45,769.17,D,D2,Mar-2018,Current,whole,Cash,29061.96,2246.01,938.04,1307.97,0.0
travel agent,10.0,NY,OWN,49000.0,Verified,7.94,,,,0,,2010,0,6,5,10100,9353,0,0,,0,0,0,0,,5,0.0,0,5,10100,5,5,5,0,100.0,0,0,home_improvement,individual,22000,60,18.45,564.06,D,D2,Mar-2018,Current,whole,Cash,21312.1,1669.63,687.9,981.73,0.0
teacher,10.0,NV,MORTGAGE,70000.0,Not Verified,11.18,,,,1,10.0,1995,3,30,10,196499,29963,0,0,,0,0,2,3,7.0,10,0.0,0,0,0,15,7,0,5,96.6,0,0,home_improvement,individual,20000,60,9.92,424.16,B,B2,Mar-2018,Fully Paid,whole,Cash,0.0,20006.3422222223,20000.0,6.34,0.0
coordinator ,10.0,CA,MORTGAGE,65000.0,Source Verified,19.63,,,,0,40.0,1993,0,20,11,50238,30437,0,0,41.0,0,0,1,6,,11,0.0,0,5,28600,18,10,9,0,70.6,0,0,credit_card,individual,30000,36,16.01,1054.86,C,C5,Mar-2018,Current,whole,DirectPay,28682.05,2083.04,1317.95,765.09,0.0
it technician,2.0,SC,MORTGAGE,58000.0,Verified,14.84,,,,0,56.0,2010,2,23,17,203874,28090,0,0,,0,0,3,8,4.0,17,0.0,0,5,10300,15,12,5,1,91.3,0,0,debt_consolidation,individual,14000,60,28.72,442.01,F,F1,Mar-2018,Current,whole,Cash,13671.43,1303.69,328.57,975.12,0.0
originator,3.0,CO,RENT,93500.0,Source Verified,20.89,,,,2,8.0,1996,1,23,9,75891,22173,0,0,8.0,0,0,1,2,4.0,9,0.0,0,2,28900,15,5,4,1,71.4,0,0,debt_consolidation,individual,20000,60,14.07,466.1,C,C3,Feb-2018,Current,whole,Cash,19297.02,1382.67,702.98,679.69,0.0
rn,2.0,VA,RENT,65000.0,Source Verified,23.69,,,,0,26.0,2004,4,26,10,56144,43792,0,0,28.0,0,0,3,0,3.0,10,0.0,0,3,9600,21,7,6,0,73.1,0,0,debt_consolidation,individual,25000,36,20.39,934.07,D,D4,Mar-2018,Current,fractional,Cash,23972.79,1839.82,1027.21,812.61,0.0
manager,4.0,PA,MORTGAGE,101576.0,Source Verified,4.27,,,,1,12.0,2003,5,17,9,30752,17523,0,0,,0,0,1,6,1.0,9,0.0,0,3,12200,13,8,4,1,92.9,0,0,major_purchase,individual,25000,60,13.59,576.41,C,C2,Jan-2018,Current,whole,Cash,23056.94,3287.17,1943.06,1344.11,0.0
bulk cheese cutter,10.0,WI,MORTGAGE,37780.0,Source Verified,37.99,101680.0,Source Verified,14.11,0,34.0,1986,10,47,9,171153,72643,0,0,39.0,0,0,6,7,6.0,9,0.0,0,1,2000,4,2,2,2,89.4,0,0,other,joint,10000,60,20.39,267.12,D,D4,Mar-2018,Current,whole,Cash,9703.41,778.7,296.59,482.11,0.0
office manager,0.0,NY,RENT,45000.0,Source Verified,25.12,,,,1,8.0,2008,9,16,11,47005,35085,0,0,,0,0,2,4,7.0,11,0.0,0,7,14000,11,9,9,0,81.3,0,0,credit_card,individual,15000,36,16.01,527.43,C,C5,Mar-2018,Current,whole,Cash,14004.93,1568.95,995.07,573.88,0.0
,,OH,OWN,11772.0,Verified,38.94,32295.0,Verified,22.93,0,,1997,1,12,5,60305,44937,0,1,,0,0,1,3,5.0,5,0.0,0,2,4400,6,4,3,0,100.0,0,1,debt_consolidation,joint,11625,60,26.3,350.13,E,E5,Feb-2018,Current,whole,Cash,11230.88,1383.53,394.12,989.41,0.0
accounts payable,0.0,TX,RENT,37500.0,Source Verified,21.12,,,,0,,2007,1,56,24,79973,72751,0,0,,0,0,19,2,7.0,24,0.0,0,3,18500,9,5,3,0,100.0,0,0,debt_consolidation,individual,12975,36,15.05,450.11,C,C4,Feb-2018,Current,whole,Cash,12102.0,1339.48,873.0,466.48,0.0
manager,2.0,NY,MORTGAGE,68000.0,Source Verified,17.48,,,,0,24.0,2006,6,23,10,190503,47742,0,1,,0,0,3,9,1.0,10,0.0,0,2,7000,14,6,6,2,87.0,0,1,small_business,individual,12000,36,20.0,445.97,D,D4,Jan-2018,Current,whole,Cash,10728.47,2196.52,1271.53,924.99,0.0
lead custom technician,10.0,CA,MORTGAGE,60000.0,Source Verified,6.9,,,,1,8.0,2006,0,19,5,20490,15425,0,0,81.0,0,0,3,4,15.0,5,0.0,0,2,15000,12,2,2,0,83.3,0,0,credit_card,individual,10125,60,13.59,233.45,C,C2,Jan-2018,Current,whole,DirectPay,9517.47,1159.61,607.53,552.08,0.0
lead teacher,3.0,TX,RENT,26000.0,Source Verified,26.13,,,,0,,2007,0,12,11,36477,29278,0,0,,0,0,4,0,23.0,11,0.0,0,4,4700,7,7,6,0,100.0,0,0,debt_consolidation,individual,6300,36,16.01,221.53,C,C5,Mar-2018,Current,fractional,Cash,5882.04,653.38,417.96,235.42,0.0
mechanical test manager,2.0,PA,MORTGAGE,109000.0,Not Verified,31.06,,,,0,,1973,0,33,17,443762,297856,0,0,,0,0,4,3,14.0,17,0.0,0,8,118200,24,13,10,2,100.0,0,0,debt_consolidation,individual,15000,36,5.32,451.73,A,A1,Jan-2018,Current,fractional,Cash,11026.51,4228.07,3973.49,254.58,0.0
supervisor ,10.0,SC,MORTGAGE,35000.0,Verified,36.04,,,,0,,1994,4,34,16,125949,25192,0,0,,0,0,2,6,6.0,16,0.0,0,3,28500,15,13,5,1,100.0,0,0,debt_consolidation,individual,10000,36,22.9,386.58,E,E1,Mar-2018,Current,fractional,Cash,9401.48,1134.3,598.52,535.78,0.0
healthy social behavior specialist,3.0,NC,MORTGAGE,41442.0,Verified,34.67,,,,0,,2001,0,17,12,235821,51469,0,0,,0,0,6,0,,12,0.0,0,3,8200,6,5,5,3,100.0,0,0,debt_consolidation,individual,17425,36,12.62,583.94,C,C1,Jan-2018,Current,fractional,DirectPay,15378.98,2907.48,2046.02,861.46,0.0
manager,6.0,RI,OWN,95000.0,Verified,20.15,,,,0,,2004,2,16,15,343210,143323,0,0,,0,0,8,7,5.0,15,0.0,0,5,23500,6,5,5,2,100.0,0,0,debt_consolidation,individual,8000,36,21.85,304.91,D,D5,Mar-2018,Current,whole,Cash,7513.52,895.31,486.48,408.83,0.0
,,FL,RENT,10000.0,Not Verified,125.93,57500.0,Not Verified,22.41,0,,2009,0,8,4,63613,45555,0,0,,0,0,3,2,21.0,4,0.0,0,1,3800,2,1,1,0,100.0,0,0,other,joint,11200,60,14.07,261.02,C,C3,Mar-2018,Current,whole,Cash,10806.32,774.31,393.68,380.63,0.0
mechanic,9.0,MN,MORTGAGE,60000.0,Verified,63.45,181000.0,,24.83,0,,1992,2,39,16,600379,120779,0,0,,0,0,4,3,6.0,16,0.0,0,5,105400,19,9,7,6,100.0,0,0,debt_consolidation,joint,35000,60,6.71,688.27,A,A3,Mar-2018,Current,whole,DirectPay,33311.72,2251.76,1688.28,563.48,0.0
area director,9.0,VA,MORTGAGE,48391.0,Verified,22.69,,,,0,,2006,1,25,13,290649,54576,0,0,,0,0,1,4,3.0,13,0.0,0,7,61300,18,11,8,2,100.0,0,0,small_business,individual,5000,36,15.05,173.45,C,C4,Jan-2018,Fully Paid,whole,Cash,0.0,5070.6541678132,5000.0,70.65,0.0
sales/ cobbler,10.0,IL,RENT,75000.0,Source Verified,18.92,,,,0,,1997,2,17,5,58850,54907,0,0,,0,0,2,5,3.0,5,0.0,0,1,3000,7,2,2,0,100.0,0,0,debt_consolidation,individual,24000,60,16.02,583.89,C,C5,Jan-2018,Current,whole,Cash,22646.89,2969.51,1353.11,1616.4,0.0
,,FL,MORTGAGE,64800.0,Source Verified,10.93,,,,1,17.0,1999,1,13,6,289278,23471,0,0,40.0,0,0,2,4,9.0,6,0.0,0,1,2500,3,2,2,2,84.6,0,0,major_purchase,individual,5000,36,10.41,162.31,B,B3,Mar-2018,Current,fractional,Cash,4640.09,484.04,359.91,124.13,0.0
bulk mail technician,10.0,IN,RENT,60800.0,Source Verified,11.44,,,,1,22.0,1996,3,33,13,22081,12168,0,0,29.0,0,0,2,9,6.0,13,0.0,0,3,5600,17,11,8,0,84.8,0,0,credit_card,individual,3500,36,12.61,117.28,C,C1,Mar-2018,Current,whole,Cash,3255.95,346.94,244.05,102.89,0.0
lpn,3.0,NY,OWN,40000.0,Not Verified,23.97,105000.0,Not Verified,20.43,0,30.0,2001,10,28,9,61108,53651,0,0,30.0,0,0,2,2,8.0,9,0.0,0,1,500,14,7,3,1,60.7,0,0,other,joint,6500,36,22.91,251.31,E,E1,Jan-2018,Current,fractional,Cash,5839.17,1240.0,660.83,579.17,0.0
nursing assistant ,3.0,NJ,MORTGAGE,35000.0,Verified,12.04,,,,0,,2014,4,10,8,150664,6769,0,0,,0,0,0,5,8.0,8,0.0,0,3,8500,8,7,7,2,100.0,0,0,home_improvement,individual,16825,36,18.45,612.07,D,D2,Mar-2018,Current,whole,Cash,15748.46,1818.96,1076.54,742.42,0.0
staff rn,10.0,LA,RENT,100000.0,Verified,26.52,,,,0,,2006,0,32,14,138007,82211,0,0,,0,0,3,8,16.0,14,0.0,0,9,66100,16,11,11,0,100.0,0,0,credit_card,individual,30000,60,19.42,785.17,D,D3,Mar-2018,Current,whole,Cash,29087.35,2290.78,912.65,1378.13,0.0
accountant,3.0,CA,MORTGAGE,70000.0,Source Verified,24.6,160000.0,Source Verified,11.55,1,19.0,2001,2,43,19,434710,54067,0,0,,0,0,3,4,7.0,19,0.0,0,7,41000,27,15,12,1,97.6,0,0,debt_consolidation,joint,14000,36,6.72,430.49,A,A3,Feb-2018,Current,whole,Cash,12579.76,1742.87,1420.24,322.63,0.0
