earliest_credit_line,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,months_since_last_credit_inquiry
2004,44,16,411112,40269,7.0
1990,24,10,639913,149957,2.0
2001,5,4,25600,6293,16.0
2002,28,14,491858,110433,3.0
2001,27,8,135682,80087,6.0
2006,37,10,121166,92310,0.0
2003,27,12,415325,47604,1.0
1995,25,5,47753,11344,9.0
1984,29,12,1121174,82298,11.0
2001,16,7,116962,31881,17.0
2010,15,9,48044,22907,4.0
2003,56,21,359033,88246,1.0
2010,18,13,70670,59674,13.0
2012,4,3,6500,2499,3.0
1988,18,12,115478,27160,10.0
2002,17,7,49633,18525,8.0
1985,30,13,580642,23163,
2008,13,10,157900,5115,16.0
2007,8,7,30417,18631,3.0
2007,18,15,370401,84777,6.0
2001,30,16,62852,27153,13.0
2005,28,12,83671,66485,14.0
2011,22,9,57680,30252,4.0
2005,25,16,151219,136005,0.0
1995,17,9,203447,36496,4.0
1991,24,10,409360,57297,14.0
1977,13,10,331575,80906,3.0
2005,30,22,240289,17353,2.0
2003,38,11,87648,70365,2.0
1989,18,7,43335,3006,
2005,22,13,260982,29342,1.0
2007,10,5,278850,4777,1.0
2005,22,16,95948,80968,11.0
2007,21,4,10755,8579,8.0
1989,27,8,407625,76174,10.0
2013,23,16,101412,50886,12.0
2006,17,8,327524,84348,
1981,52,25,624266,106635,14.0
2002,19,6,444850,15143,3.0
2006,45,29,360869,180027,2.0
2001,19,10,149097,117678,0.0
2007,13,7,241905,14839,21.0
1995,42,21,425627,106161,2.0
1997,29,18,775127,403106,4.0
2013,14,12,60693,22270,
2012,6,3,17400,1642,0.0
1995,33,16,173552,83208,11.0
2004,14,11,37140,21277,1.0
2003,34,5,41996,31909,3.0
1995,50,15,397846,74708,1.0
2006,19,13,31234,10804,6.0
1995,19,9,94540,16447,10.0
1991,28,8,283317,25786,
1999,38,11,696930,45890,6.0
2010,30,15,96672,70753,9.0
2007,24,10,23678,12523,13.0
1974,25,15,663830,128493,13.0
1991,14,8,179548,12692,
2000,18,17,113356,60528,3.0
2005,37,18,502437,66245,1.0
2002,23,12,41876,24409,2.0
2001,24,5,27500,15834,6.0
2000,28,22,113777,97669,7.0
2006,16,7,44216,32676,15.0
1998,38,21,368967,108154,10.0
2006,33,16,36500,26277,2.0
2002,7,5,270200,7155,1.0
1999,13,3,4700,3979,
2006,31,22,761065,71901,5.0
2004,35,9,75336,49107,1.0
2006,14,11,57071,40306,10.0
2005,17,13,47114,22154,6.0
1998,18,8,221866,29217,
2014,5,5,13270,5447,0.0
2006,59,14,321137,63838,5.0
2001,26,19,201083,87911,18.0
1999,39,30,234632,113952,17.0
1998,17,6,99305,51600,2.0
2001,32,15,366636,65335,19.0
1998,16,9,253098,207326,8.0
2002,41,32,189916,109549,
2003,16,10,401071,109348,10.0
2013,11,7,36089,19955,10.0
2006,21,10,327683,52642,4.0
2004,18,10,56000,22256,
1989,6,4,7120,6314,4.0
2006,25,10,360941,8981,1.0
1997,15,5,100116,13544,10.0
2005,17,13,39629,18319,3.0
1999,22,11,23950,15200,13.0
2000,48,21,140825,59907,1.0
2012,16,11,115970,52719,7.0
2005,10,6,44000,19982,2.0
1997,33,15,426168,84024,2.0
1993,22,12,332925,94626,1.0
2006,27,18,177642,149256,3.0
2014,13,13,182250,16146,7.0
2003,11,6,32525,12537,2.0
2006,24,5,18712,12893,1.0
1995,20,16,415667,77613,1.0
2004,26,20,99020,39839,3.0
2008,35,22,170707,116552,5.0
2004,19,7,425018,96587,6.0
2005,25,11,220709,39297,8.0
1974,46,19,254025,49966,10.0
2002,29,9,293487,16837,6.0
2000,41,24,179747,137987,2.0
2007,17,11,336666,6214,10.0
2005,18,10,277874,72561,9.0
2002,14,7,74805,27809,
2014,3,2,12200,9420,2.0
1993,14,11,125121,39756,2.0
1996,28,10,185327,68709,17.0
2004,18,8,93700,49303,
2005,57,29,472187,202563,3.0
1990,35,23,1086358,143564,6.0
1992,55,18,230475,36741,2.0
2006,11,6,26000,13661,22.0
2003,19,7,48546,30915,2.0
2006,19,11,71155,36225,16.0
2006,26,16,47449,33608,2.0
2003,19,11,331298,91933,3.0
1995,21,14,302506,19712,4.0
2014,14,10,40040,28810,15.0
2002,10,5,55552,27470,2.0
2006,21,9,76421,59584,6.0
2014,9,8,44424,34135,13.0
1993,33,15,360585,173731,3.0
1999,40,20,39600,14338,8.0
1997,17,10,201227,54216,8.0
2006,9,7,32300,5848,4.0
2008,37,19,70682,55594,3.0
2000,30,15,717303,195516,7.0
2001,16,10,64775,21319,18.0
2005,20,12,140837,35718,11.0
1997,29,10,223379,36538,14.0
2006,29,5,39662,37919,4.0
1969,43,18,218850,33308,16.0
2007,9,6,53110,22891,18.0
2003,26,13,136133,23133,5.0
2007,16,10,62752,44882,8.0
2000,22,12,104614,60360,16.0
2006,18,6,77193,47827,13.0
2002,28,18,247686,66414,8.0
1979,67,33,406410,174284,9.0
2007,24,16,71647,40633,0.0
1997,13,8,107489,24006,
2005,17,11,205966,27985,
2003,27,11,167393,24448,5.0
2006,41,28,223342,189942,1.0
1997,13,7,60073,33020,7.0
2001,23,11,32376,25993,24.0
2008,14,5,50385,18909,3.0
1991,15,3,203100,1710,1.0
2004,10,4,151264,6702,13.0
1996,18,12,262049,59622,8.0
2000,55,10,110644,90481,19.0
2007,19,10,113121,86205,7.0
2006,21,9,39814,25131,19.0
2007,12,7,43302,26443,
2005,26,19,684549,162591,2.0
1992,12,4,28200,14606,8.0
2013,10,9,8100,2258,9.0
2006,18,11,69462,39949,9.0
2014,9,8,26100,12388,15.0
2011,23,12,52853,29489,6.0
1991,29,13,38832,22277,8.0
1994,16,11,168416,98658,11.0
1994,19,13,95900,26255,
1998,28,16,45200,26375,7.0
2005,10,7,362800,90822,
2006,30,14,148448,37009,6.0
1993,37,22,281991,11122,4.0
1994,31,8,25100,8322,2.0
2003,9,5,60648,40850,8.0
2005,28,16,43579,6167,13.0
2009,26,20,95001,47102,12.0
1970,17,8,20302,9099,14.0
2001,22,13,325900,5421,13.0
1999,47,14,414662,160925,14.0
1995,11,2,154100,4561,
2003,18,7,82563,63852,1.0
1967,23,10,37384,36517,
1999,14,6,52982,25114,
2001,37,11,554759,65650,13.0
2009,19,9,359437,115437,7.0
1990,36,19,44439,23076,3.0
1997,30,9,134368,102351,4.0
2000,25,20,61150,44209,6.0
2005,24,11,105770,86734,17.0
2004,13,6,34855,20672,10.0
2001,11,8,31840,18847,8.0
2008,10,7,53018,34201,18.0
2006,13,7,57816,28263,4.0
2000,18,7,391554,33025,22.0
1993,28,14,223793,21747,11.0
2003,25,11,257770,50267,3.0
2005,10,8,43619,30147,6.0
2008,21,15,93071,54128,4.0
2007,47,28,140700,116934,0.0
1992,41,18,472292,176525,6.0
2004,23,6,27804,20161,5.0
2006,20,10,404541,83358,10.0
2013,7,5,29949,16448,
2000,36,12,93237,36227,12.0
2006,27,7,164906,5698,23.0
2003,10,7,26200,21494,20.0
2010,12,9,190221,19677,14.0
2001,40,19,456307,130818,12.0
1998,30,11,73599,43865,11.0
2003,19,9,30300,7060,2.0
1998,32,12,386944,113313,2.0
2007,14,9,63800,24423,4.0
1998,26,8,202231,67044,4.0
1997,22,11,405181,70796,6.0
2003,17,7,59957,55418,5.0
1982,8,5,153590,2274,21.0
2004,44,11,224749,72944,5.0
2006,31,8,86705,70249,4.0
2005,20,15,105289,17742,4.0
2005,17,8,328011,55853,4.0
1992,40,19,790483,148546,2.0
2011,10,5,4500,359,4.0
2012,15,10,75717,51660,15.0
2010,20,11,429984,89575,0.0
2008,7,6,21955,12719,17.0
2005,37,9,36469,26849,4.0
2007,20,12,137762,97532,0.0
2001,30,16,82595,50499,1.0
2004,29,6,306663,46361,13.0
2014,9,8,25200,14285,10.0
1976,20,12,63791,44081,12.0
2000,27,17,95028,62262,12.0
1987,17,12,1098355,9992,0.0
2008,24,10,189882,39694,1.0
2000,29,19,386797,39837,9.0
2004,11,7,378250,12197,0.0
1998,16,13,37076,22018,0.0
2010,21,17,35100,9905,1.0
2013,14,6,186396,37409,4.0
2011,17,12,13100,2718,2.0
2006,22,9,473054,128051,6.0
2013,7,6,63906,27354,2.0
2000,37,23,609840,92291,9.0
2001,40,11,31500,7692,8.0
1995,25,12,296356,68000,7.0
2003,16,11,62536,14552,2.0
1999,18,12,102209,22784,10.0
1999,27,14,190012,96159,7.0
2001,12,10,16700,3410,11.0
2002,33,17,241696,19028,7.0
1998,26,7,107053,83912,8.0
2001,15,7,689564,37086,0.0
1999,23,17,135979,101072,4.0
2005,5,2,5500,129,21.0
2000,35,17,100075,34302,9.0
1996,23,14,86742,50870,8.0
2000,14,3,26400,21513,24.0
2009,43,29,309164,102765,3.0
2002,8,3,30500,17649,4.0
2000,22,11,164140,17856,12.0
1997,30,14,194751,202876,
1975,16,4,79700,719,2.0
1996,32,20,331843,127331,4.0
2002,14,8,35100,16957,12.0
1999,32,13,295100,56938,5.0
1996,19,10,122598,26898,15.0
1994,27,12,75762,37382,2.0
1992,33,15,158587,69209,
1984,28,14,509898,71078,6.0
1984,26,12,93333,64769,1.0
1984,14,7,168798,30399,22.0
2001,19,8,57911,31093,1.0
2008,29,8,87777,18176,
1994,32,19,188064,51129,8.0
2004,18,13,74029,7134,1.0
1995,19,9,439969,66449,
1987,36,21,47400,20558,9.0
2005,10,6,38997,23684,1.0
1994,14,9,120477,89347,10.0
1995,20,5,293638,22845,18.0
2003,23,8,48107,25689,15.0
2002,31,19,99894,36950,3.0
2006,6,4,186349,25778,13.0
2014,6,6,26200,9635,17.0
2004,33,14,337370,26298,8.0
2007,12,9,42470,38862,8.0
2011,20,12,181092,21211,3.0
1994,33,16,171200,24400,5.0
2004,13,6,94843,17389,
2006,23,15,263542,13761,16.0
2000,21,12,275683,37009,8.0
2003,9,4,35181,16773,19.0
2014,6,5,41889,34655,22.0
2000,21,18,194499,91275,0.0
1999,8,3,42867,21629,
1989,18,14,366277,29503,6.0
2001,36,19,578331,129226,5.0
2009,16,10,37932,11024,
1998,32,22,455171,113363,4.0
1990,47,22,432703,71644,2.0
2005,23,13,74817,60528,18.0
2003,15,12,286139,20712,4.0
2010,28,24,245373,102325,5.0
2001,14,9,166600,7512,
2013,5,3,26621,20739,20.0
2003,13,8,41223,29333,17.0
2003,16,10,153108,3823,9.0
2005,42,12,425502,21944,17.0
1995,53,16,489059,183699,11.0
2007,18,7,101100,18484,1.0
2012,18,18,50429,42778,
2004,27,5,156183,25389,1.0
1989,13,4,265200,33589,6.0
2006,34,20,68230,37549,4.0
2009,25,15,86792,40603,2.0
2008,24,17,235060,36799,8.0
2013,3,3,4300,2672,
1996,45,16,120649,78421,1.0
1997,25,14,166049,44844,
2009,16,13,265323,32704,10.0
2006,19,5,95584,25128,7.0
2014,18,14,39878,13497,5.0
2006,16,10,457243,98700,3.0
1975,23,11,504652,11308,
2004,26,8,249129,46035,
2010,13,12,86414,43311,0.0
2004,13,6,560826,17408,6.0
2007,35,24,443004,108215,11.0
2003,25,11,49142,31052,3.0
2000,13,10,47217,18496,2.0
2008,19,15,42762,24293,8.0
2003,25,9,53863,30841,11.0
1991,39,12,514650,99309,11.0
1982,20,7,253959,41080,
2012,15,15,43896,33962,
1995,24,16,189001,59702,0.0
1999,14,7,40229,38494,18.0
2004,11,6,13800,11072,7.0
2004,26,9,58696,20528,4.0
2000,21,16,384119,137528,
2015,6,5,68232,57676,1.0
2003,39,18,495301,171480,22.0
2008,39,21,177705,62889,11.0
1996,34,11,190958,26285,6.0
2006,22,10,332818,109696,3.0
1994,21,7,694377,60378,17.0
2005,17,11,24000,3277,2.0
1987,23,8,116950,40778,7.0
1991,27,18,217769,47862,3.0
1999,20,6,66464,42897,22.0
2001,27,22,111669,49436,4.0
2006,35,17,364810,36063,9.0
1989,36,15,426582,78198,15.0
2012,7,7,21326,13677,23.0
2013,14,14,43898,23056,19.0
2007,14,9,436634,39979,2.0
1998,19,8,298810,5492,0.0
2003,13,5,53608,38609,20.0
2004,27,21,80069,40398,7.0
1998,29,11,244307,72702,0.0
2006,17,9,211924,37136,
2003,19,11,28875,15262,
2001,11,7,39189,23275,11.0
2003,14,7,200291,15387,5.0
2007,31,16,97685,40700,2.0
2004,21,11,180023,41955,4.0
2006,16,5,53142,45988,9.0
1992,45,16,218860,93021,1.0
1991,28,11,39264,23549,3.0
1998,22,10,403611,44549,18.0
2000,31,14,429300,28333,13.0
2007,17,6,65678,41189,6.0
2012,6,5,15262,7461,
2001,24,6,214350,15909,4.0
1995,8,5,33025,19059,18.0
1999,29,12,197562,26976,7.0
1997,11,10,182700,16259,8.0
2003,5,4,34700,18231,12.0
1988,26,17,110100,2442,
1998,21,11,502300,111627,20.0
2006,25,13,93415,46061,19.0
2006,7,3,15000,11325,
2001,55,28,156207,70381,5.0
2000,24,9,126195,26391,8.0
2000,34,20,602557,161232,4.0
2010,22,12,79691,71653,
1977,10,5,4400,3457,
2008,16,7,82073,53245,19.0
2005,14,6,42000,19872,
1990,49,26,642392,176751,2.0
2012,5,4,10100,3975,
1995,33,19,115747,54541,0.0
2000,22,10,230900,17993,
2010,10,9,59620,46964,16.0
1994,9,4,283323,23540,
2003,12,6,258800,4848,
2006,25,9,372372,110676,17.0
2006,25,17,67798,42248,8.0
2004,35,19,117818,78280,3.0
2007,19,6,29882,24803,3.0
1988,22,11,248041,74279,8.0
2000,21,8,58922,35964,0.0
1992,18,13,138073,34879,13.0
2002,45,7,209905,33074,0.0
2000,32,16,191203,191734,5.0
1997,32,17,316625,38064,8.0
2003,23,13,301765,20836,2.0
1995,30,13,744173,73800,24.0
2003,38,24,464411,87776,13.0
2007,15,10,40900,20719,
1998,26,14,42200,10762,4.0
1999,36,14,820300,97134,7.0
1994,67,33,314612,89585,9.0
2005,17,9,277300,27359,9.0
2004,19,9,82878,46815,23.0
2014,9,6,25595,19819,0.0
1995,24,12,271233,28600,15.0
2006,28,21,292651,45314,8.0
1987,16,5,196494,17790,
2002,29,14,53385,44829,0.0
2001,41,25,122531,70141,2.0
1990,9,6,463741,17674,6.0
2000,37,13,655360,657944,14.0
1998,22,10,48753,30424,16.0
2001,13,6,227824,36370,21.0
2011,3,3,28000,24486,20.0
2000,19,14,345352,40402,7.0
1987,10,6,402086,29912,11.0
2004,15,12,143200,20416,
1986,12,4,30895,24795,2.0
1998,29,14,283651,123578,12.0
2005,34,10,258894,19878,4.0
2007,11,7,42682,28508,15.0
1994,51,17,502679,194936,4.0
1995,42,8,21701,10887,10.0
2001,27,15,369983,30126,2.0
2004,26,13,289835,241910,13.0
2011,26,14,94969,52884,1.0
1998,44,14,205734,54215,3.0
1993,33,12,219527,61093,4.0
2005,13,6,43736,32115,13.0
2004,20,11,77296,74539,5.0
1991,47,21,224673,79589,13.0
2009,14,10,31231,11058,6.0
2007,15,8,22100,7820,22.0
2005,30,7,232535,42569,2.0
2013,5,2,17749,8847,1.0
2004,31,14,137071,80904,13.0
1996,32,7,61965,54789,
1995,53,26,88674,18353,
1999,15,8,25033,12885,0.0
2000,31,10,138298,37567,19.0
2007,10,7,508336,71424,0.0
2002,14,7,35800,25038,
2004,37,10,408383,107678,10.0
2001,38,9,307137,271418,0.0
2005,9,5,511100,11715,10.0
1997,26,8,79423,68028,10.0
1986,31,19,318557,126920,16.0
2006,9,6,35200,20620,
1999,12,5,129213,24645,9.0
2005,12,7,47400,27911,2.0
2006,13,8,86950,41052,8.0
1998,19,13,198460,110426,
2002,43,30,254094,10573,5.0
2004,18,12,136906,30244,1.0
2007,8,5,20400,12484,8.0
1999,23,12,46100,20441,3.0
1994,44,12,107054,63469,4.0
2006,16,7,232987,59146,8.0
1993,17,8,271725,29889,
2009,15,11,82916,57148,6.0
1979,21,16,374500,27142,13.0
1994,40,22,120960,106836,14.0
2006,17,8,320622,39092,0.0
1999,12,9,64450,32166,1.0
1994,31,17,99200,27352,1.0
1987,41,14,389049,122306,11.0
1997,16,12,174390,32037,10.0
1998,23,4,149420,19864,
1990,19,12,173400,11801,12.0
2003,29,13,122879,119232,3.0
1976,27,7,227567,22407,4.0
2007,15,10,93189,53079,3.0
1985,50,31,375293,66706,4.0
1987,42,17,333476,29227,1.0
2009,17,9,256647,47524,5.0
1991,34,9,259240,105376,1.0
1991,17,10,262066,35109,9.0
2005,24,7,183487,32972,11.0
2006,23,17,390394,131956,9.0
1990,25,9,46299,30693,9.0
2002,11,8,278769,52130,8.0
2001,7,5,19578,12710,3.0
1993,33,13,349919,69329,8.0
2004,24,9,273531,14409,1.0
2006,25,9,217283,35777,3.0
2000,18,14,331880,65951,5.0
2004,8,4,51091,19654,
2003,29,12,387155,72739,0.0
2004,8,5,11923,5422,24.0
2004,22,14,209569,45969,11.0
2001,14,8,85500,35548,9.0
1994,27,15,1197805,201598,3.0
1995,25,12,57100,31800,
1996,26,9,316375,34380,1.0
2013,10,6,56814,32109,23.0
2003,27,12,446752,23630,3.0
1991,37,13,1009652,186301,1.0
2014,6,6,19222,8180,21.0
1996,17,6,43712,34523,0.0
2006,14,9,167517,20135,6.0
2007,17,7,38700,13918,6.0
2001,13,11,111979,76955,
2006,22,10,266436,72017,3.0
2003,21,12,149269,155657,18.0
2003,18,9,71170,32075,9.0
1994,34,20,166184,45451,11.0
1994,24,13,293413,41789,5.0
1993,20,10,51226,44986,1.0
1998,16,10,210823,14700,11.0
2013,12,11,16200,6881,4.0
2004,11,7,42365,20907,9.0
1997,22,12,42648,18328,1.0
2003,32,14,284093,95983,2.0
2012,21,17,90803,77786,6.0
2000,27,12,35100,15116,9.0
2005,37,20,261543,53429,4.0
1997,21,16,160312,86182,5.0
2007,9,8,40951,21249,4.0
2003,13,7,19686,15226,3.0
1990,18,11,585432,112031,7.0
2005,13,6,50300,27970,
1991,31,10,36400,19208,0.0
2006,31,13,200265,29913,9.0
2004,50,15,222060,71363,8.0
2010,28,18,501637,80197,7.0
2014,11,5,7400,90,2.0
1995,18,5,55800,32347,18.0
2001,19,9,12676,5060,14.0
2006,21,13,119325,103019,15.0
2011,9,7,38891,22268,9.0
2000,3,3,11300,0,0.0
2001,24,9,323047,39730,6.0
2003,31,22,387599,48416,20.0
2000,11,5,52128,29312,
2010,18,6,116740,24681,2.0
2004,8,4,20500,519,1.0
1998,34,5,49200,32404,
1998,24,14,63186,44958,6.0
2004,19,10,491405,46682,5.0
2010,34,30,462246,86728,5.0
1999,23,18,137025,74780,8.0
2005,15,5,437918,14848,3.0
1974,31,7,110600,30312,4.0
2007,20,12,70695,40598,4.0
2012,3,3,7900,3925,5.0
2011,13,6,43707,13577,
1990,19,9,481352,29161,5.0
1994,30,13,134307,33632,22.0
2002,3,2,16060,12143,21.0
1999,23,6,155770,79141,0.0
2005,32,13,135926,74368,0.0
2002,14,7,49544,25081,1.0
2009,23,16,441384,52055,7.0
2002,40,24,68700,30109,6.0
2006,19,10,173800,18224,2.0
2014,20,18,29300,11501,20.0
1987,31,10,149484,81150,5.0
1985,28,9,555163,16501,0.0
2008,16,5,18950,2256,18.0
2000,30,18,1452580,130923,2.0
1986,31,14,126400,30455,2.0
2014,7,6,19750,7826,
2008,10,9,45944,48379,
1998,5,3,44086,26925,17.0
2002,24,8,207875,48475,19.0
2005,18,10,305765,16971,9.0
2004,16,11,111078,63026,6.0
2005,31,17,117313,63785,18.0
2014,15,14,323897,21917,6.0
2003,12,5,8200,0,5.0
2003,53,18,431822,153766,2.0
1993,16,10,200375,33291,4.0
1998,27,10,387344,67821,3.0
2013,3,3,18200,15992,
1994,15,6,489200,437799,7.0
2002,20,10,106140,59557,10.0
2004,56,14,131094,115842,7.0
2002,15,8,357933,81406,
1994,35,21,218335,67288,0.0
1994,30,13,505590,86214,14.0
1996,19,7,200165,24250,6.0
2003,25,12,253699,23466,1.0
1995,27,17,479546,106772,13.0
1990,16,6,54600,44880,9.0
2011,14,12,68879,20071,7.0
2001,12,10,237739,45219,5.0
2007,27,23,73861,80180,7.0
2005,69,24,413445,86343,4.0
2010,15,12,41044,27810,13.0
2000,45,16,248430,14699,7.0
1987,35,16,210840,86493,2.0
2006,13,5,50970,29291,5.0
1998,35,11,115000,15102,13.0
2000,48,21,189125,41593,7.0
2007,14,9,352668,22007,7.0
2002,30,21,48000,36239,21.0
2002,25,13,109458,68756,10.0
2007,13,7,333625,39822,10.0
1992,24,8,594772,68205,0.0
2007,15,6,43800,15921,
1996,36,17,258525,24620,4.0
2005,34,18,72256,13611,2.0
1995,16,3,3400,1943,3.0
2007,27,12,286595,75361,1.0
1998,31,22,205507,123717,22.0
1992,11,7,96800,54464,1.0
1997,50,23,139313,123792,11.0
2007,29,15,64800,39391,18.0
2002,39,11,150555,112343,3.0
1989,7,7,162131,29315,1.0
1994,26,11,118400,3639,9.0
1990,32,10,296730,50622,8.0
1998,18,11,41000,20973,8.0
1998,30,21,69502,58272,
2001,46,21,179084,38902,7.0
1979,39,18,831815,100801,10.0
1982,7,4,21148,12082,2.0
2003,14,8,440499,192017,1.0
1994,41,15,174336,67500,9.0
1993,23,10,82546,59933,11.0
2005,14,9,99247,30658,0.0
2009,28,16,62039,21631,
1990,30,21,214726,29562,6.0
2005,21,8,25999,18953,4.0
2005,46,9,225332,218227,1.0
1998,30,16,254832,67566,14.0
2005,36,11,600946,74808,12.0
2013,12,11,66097,34290,0.0
2002,65,15,283788,219582,4.0
2006,19,7,221709,25375,2.0
1998,49,22,250416,120284,8.0
2008,14,10,41237,23631,2.0
2012,4,3,12000,7099,
2008,29,13,249382,81293,4.0
2006,6,3,71705,58110,11.0
2010,10,6,198533,52211,7.0
1989,19,12,636605,96287,23.0
2004,18,7,19300,16311,8.0
1988,9,4,38500,1425,12.0
2001,29,18,108800,63130,1.0
1986,33,18,325100,49135,3.0
2004,6,5,10200,8018,
2006,27,15,42200,10852,
2005,24,6,115076,96488,8.0
2009,8,6,38255,19411,9.0
2003,26,13,287380,150337,4.0
1999,13,5,116149,22234,7.0
2003,23,16,232294,49212,4.0
2014,9,7,71685,50731,6.0
2014,7,6,61200,21697,2.0
1996,9,6,27300,9039,1.0
2003,24,4,290394,19669,7.0
2006,30,19,274395,108250,18.0
2005,25,15,243309,38765,9.0
1995,19,7,30592,15446,
2001,20,10,185832,28425,9.0
1993,22,15,224065,55522,
1991,9,5,18600,5450,
2005,10,5,198992,12113,1.0
1981,76,37,249867,57229,2.0
2002,40,20,424929,100587,15.0
2011,19,11,309058,51254,7.0
2013,5,5,26600,1012,0.0
2004,33,14,175673,62875,0.0
2010,7,4,19356,16182,5.0
2005,9,6,32347,15967,
1981,20,9,146670,24429,3.0
1998,20,7,204704,59375,
1987,31,13,327635,137013,12.0
2008,11,6,66901,40675,3.0
1993,16,9,1529377,112880,4.0
2006,41,20,178853,152017,3.0
1991,35,21,279194,97635,2.0
2011,12,11,339837,33905,4.0
1974,18,13,66475,60109,18.0
2000,14,7,39972,30853,3.0
2003,35,18,357375,65846,2.0
1992,16,10,120964,53665,9.0
2005,37,29,156524,155291,16.0
2002,40,9,105179,75341,0.0
2003,20,17,157671,178234,1.0
2005,27,11,311757,39017,12.0
2013,11,10,85452,27304,0.0
2002,28,10,58792,27348,5.0
1999,51,30,299797,85173,1.0
2003,19,10,29348,18693,14.0
1989,33,18,249700,44826,2.0
2001,29,17,197960,34708,14.0
2005,7,5,27912,21551,4.0
2000,12,9,69952,38103,
1990,26,13,42900,8733,
2005,31,8,96615,76243,3.0
2008,15,10,269765,23011,23.0
1983,32,12,279193,73310,11.0
1993,12,7,38049,18681,12.0
2007,10,6,155622,14990,3.0
1998,33,18,143600,70504,3.0
1999,34,8,55249,24988,14.0
1986,42,18,455099,90716,3.0
2003,17,9,294268,24483,2.0
2002,21,9,92084,60568,3.0
1992,13,6,302710,41767,14.0
2003,18,8,132510,12385,
1997,43,24,189782,101476,4.0
2001,9,6,36700,28775,
2004,45,28,182562,112701,1.0
2011,13,7,53691,35192,9.0
2010,17,13,27250,14391,0.0
2002,31,23,80016,36233,18.0
2008,17,10,52601,31288,
2006,19,10,98296,71142,4.0
1993,35,20,367272,139010,1.0
1996,26,15,62076,49537,6.0
1999,40,21,1416690,403275,1.0
2002,19,14,236400,26511,1.0
2005,21,5,113734,71232,9.0
1999,12,5,141450,16016,11.0
2004,22,8,161709,8113,7.0
2004,12,4,166240,39650,
1999,36,9,681518,47588,3.0
2007,6,5,21200,12912,
2004,22,11,177746,89614,1.0
2002,21,15,107091,67021,2.0
2007,12,10,45433,19218,4.0
2005,21,17,56729,29842,7.0
1993,43,8,330394,32036,3.0
2001,35,17,326657,23342,
1999,36,14,398173,179518,9.0
2005,25,15,533179,201588,0.0
1995,23,13,123414,72967,2.0
2005,25,19,60623,14285,1.0
1998,29,9,54868,25223,2.0
2012,7,7,25000,1734,22.0
1998,20,8,103203,46215,15.0
1994,20,13,24600,16017,9.0
2003,34,16,260087,80223,16.0
2009,13,8,261936,15201,0.0
2012,8,7,176418,12144,
2011,11,8,69456,33777,1.0
2004,6,4,34279,19326,6.0
2014,15,12,27200,6086,1.0
2002,28,10,65689,53848,23.0
2001,9,7,50800,13367,1.0
1981,23,9,299948,33374,0.0
2002,50,23,66233,47522,8.0
2004,12,8,28200,12004,2.0
1986,25,16,103237,52377,7.0
1997,36,25,445631,101363,3.0
2013,8,4,201648,10242,6.0
1990,14,8,13700,4609,23.0
2005,26,8,24850,13176,10.0
2013,8,5,145898,2146,0.0
1998,16,6,25092,13643,12.0
2013,22,10,369535,86485,22.0
2004,24,8,155190,54048,10.0
1999,43,26,182215,146738,19.0
2003,26,23,623204,58143,2.0
1988,54,33,476217,133140,4.0
2014,12,10,51541,37711,10.0
1994,42,24,209626,70895,9.0
2001,28,11,222620,19584,2.0
2002,27,14,70310,43197,0.0
2003,52,24,415082,177084,21.0
1999,19,5,55257,43981,9.0
1999,18,9,365057,88001,6.0
2011,19,12,300957,43540,14.0
2002,21,9,32600,18959,8.0
1998,27,10,61720,52040,3.0
2005,13,5,52283,26125,13.0
2006,22,17,90810,72982,3.0
2008,23,11,74395,40871,1.0
2001,17,10,49500,17641,8.0
1999,32,18,163738,65927,4.0
1999,27,14,197387,77670,6.0
2013,10,8,54143,40513,0.0
2011,17,10,45079,29521,15.0
1996,17,6,34538,26454,12.0
1992,24,5,189340,41246,
2005,28,16,71412,36999,3.0
2006,49,26,83456,83585,1.0
1998,13,9,19168,11960,4.0
2005,27,13,286929,76187,10.0
2004,18,9,317798,25765,15.0
2008,12,6,181431,34821,21.0
2013,9,7,349200,7224,
2008,12,6,37526,27764,9.0
1992,23,9,35247,17637,9.0
2010,7,4,21641,12248,
2003,21,8,350819,52841,7.0
2006,18,9,177936,51892,14.0
1995,29,19,521686,78843,6.0
2005,19,8,237912,15001,8.0
2010,16,4,56924,49116,2.0
1994,19,11,573543,48247,0.0
1984,17,12,228786,41657,0.0
1998,36,10,33632,13694,13.0
1996,20,13,52076,31028,6.0
2003,10,5,43808,18698,3.0
1988,20,6,7000,3272,1.0
2005,4,4,37549,23803,
2007,21,9,50586,28958,11.0
2012,16,14,193054,48846,9.0
2002,39,24,125334,72762,7.0
2014,12,11,54800,6992,20.0
2005,21,14,468661,84835,8.0
2010,29,22,52875,8197,1.0
1998,25,14,237727,102305,5.0
2012,12,12,244082,256297,0.0
2004,24,19,118003,134829,
2009,4,4,12944,7297,
1994,35,10,233313,31678,21.0
1999,40,22,650240,150484,23.0
1996,53,18,182827,125380,
2005,12,6,46190,16502,1.0
2007,32,6,67576,42441,
2007,17,10,248862,38685,0.0
1996,16,9,139646,44435,17.0
2012,16,12,97113,27755,
2002,6,5,14400,11283,4.0
2007,23,12,184500,6150,13.0
2005,25,16,130108,18907,9.0
1995,30,9,130202,27579,5.0
1995,14,7,500018,68509,2.0
1999,37,18,384763,74702,2.0
