emp_title,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,months_since_last_delinq,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,paid_total,paid_principal,paid_interest,paid_late_fees
public affairs officer,10.0,TX,MORTGAGE,107611.0,Verified,30.51,263611.0,Verified,13.65,0,35.0,1992,3,45,16,218860,93021,0,0,43.0,0,0,2,3,1.0,16,0.0,0,7,80500,27,14,11,4,79.5,0,0,debt_consolidation,joint,40000,60,9.44,838.91,B,B1,Feb-2018,Current,whole,Cash,37878.15,3376.62,2121.85,1254.77,0.0
regional director,7.0,NY,OWN,115000.0,Verified,10.39,230000.0,Verified,13.88,0,,1998,0,22,10,403611,44549,0,0,,0,0,1,1,18.0,10,0.0,0,4,67600,10,8,6,2,100.0,0,0,credit_card,joint,40000,36,5.32,1204.6,A,A1,Jan-2018,Current,whole,Cash,34817.92,5993.44,5182.08,811.36,0.0
train engineer,10.0,NJ,OWN,150000.0,Not Verified,9.25,,,,1,13.0,2000,0,31,14,429300,28333,0,0,,0,0,1,3,13.0,14,0.0,0,6,80900,20,12,7,2,96.8,0,0,debt_consolidation,individual,28000,60,7.35,559.07,A,A4,Feb-2018,Current,whole,Cash,26435.42,2224.85,1564.58,660.27,0.0
sales,10.0,IL,MORTGAGE,115000.0,Verified,27.72,,,,0,,1998,0,21,11,502300,111627,0,0,,0,209,1,1,20.0,11,0.0,0,3,89500,12,9,6,4,100.0,0,0,debt_consolidation,individual,40000,36,6.07,1218.15,A,A2,Feb-2018,Current,whole,DirectPay,36937.11,3640.96,3062.89,578.07,0.0
senior manager,10.0,CT,RENT,140000.0,Source Verified,9.89,,,,0,49.0,2006,0,25,13,93415,46061,0,0,49.0,0,0,1,2,19.0,13,0.0,0,5,38400,21,12,6,2,95.8,0,0,debt_consolidation,individual,40000,60,12.62,902.37,C,C1,Jan-2018,Current,whole,Cash,37540.29,4483.81,2459.71,2024.1,0.0
director of operations,10.0,MO,MORTGAGE,186000.0,Source Verified,26.3,,,,0,,2000,2,34,20,602557,161232,0,0,,0,0,5,5,4.0,19,,0,10,53515,15,11,9,8,100.0,0,0,debt_consolidation,individual,30000,60,13.58,691.54,C,C2,Feb-2018,Current,whole,Cash,28567.76,2743.53,1432.24,1311.29,0.0
sr software engineer,2.0,PA,RENT,125000.0,Verified,15.62,,,,1,17.0,2008,0,16,7,82073,53245,0,0,,0,0,2,2,19.0,7,0.0,0,2,22200,7,4,4,0,93.8,0,0,credit_card,individual,6500,36,19.03,238.37,D,D3,Jan-2018,Current,fractional,Cash,5801.75,1178.11,698.25,479.86,0.0
elevator mechanic,9.0,NY,MORTGAGE,126000.0,Source Verified,36.98,176000.0,Not Verified,27.54,0,24.0,1990,5,49,26,642392,176751,0,0,58.0,0,0,6,11,2.0,26,0.0,0,10,88400,32,18,13,2,95.9,0,0,debt_consolidation,joint,12000,36,7.96,375.82,A,A5,Feb-2018,Current,whole,Cash,11105.43,1122.15,894.57,227.58,0.0
,,NJ,OWN,190000.0,Not Verified,9.79,,,,4,6.0,1995,2,33,19,115747,54541,0,0,,0,0,0,4,0.0,19,0.0,0,9,60400,27,18,10,2,81.8,0,0,credit_card,individual,10000,60,18.45,256.39,D,D2,Feb-2018,Current,whole,Cash,9579.87,1015.31,420.13,595.18,0.0
construction inspector,10.0,FL,RENT,119216.0,Not Verified,23.91,,,,0,,1988,1,22,11,248041,74279,0,0,,0,0,2,2,8.0,11,0.0,0,7,79900,12,8,8,2,100.0,0,0,credit_card,individual,20000,60,7.34,399.25,A,A4,Mar-2018,Current,whole,DirectPay,19164.16,1181.44,835.84,345.6,0.0
vp/portfolio manager,5.0,NV,MORTGAGE,117000.0,Not Verified,14.57,,,,0,,1992,0,18,13,138073,34879,0,0,,0,0,2,6,13.0,13,0.0,0,5,29300,11,10,6,2,100.0,0,0,home_improvement,individual,1700,36,9.44,54.41,B,B1,Jan-2018,Current,whole,Cash,1491.56,270.27,208.44,61.83,0.0
nurse anesthetist,10.0,MI,MORTGAGE,205000.0,Source Verified,3.81,,,,0,,2002,3,45,7,209905,33074,0,0,,0,0,1,7,0.0,7,0.0,0,1,63100,30,5,1,3,100.0,0,0,major_purchase,individual,40000,36,5.32,1204.6,A,A1,Jan-2018,Current,whole,Cash,34817.92,6011.18,5182.08,829.1,0.0
vp risk manager,10.0,IL,MORTGAGE,190000.0,Verified,15.97,,,,3,6.0,1995,0,30,13,744173,73800,0,0,,0,0,1,1,24.0,13,,0,6,71400,19,10,10,9,87.0,0,0,credit_card,individual,28000,36,5.32,843.22,A,A1,Feb-2018,Current,whole,Cash,25104.47,3352.19,2895.53,456.66,0.0
vice president,7.0,NC,MORTGAGE,240000.0,Verified,15.64,,,,0,,1999,1,36,14,820300,97134,0,0,,0,0,0,4,7.0,14,0.0,0,5,63600,21,12,9,5,100.0,0,0,credit_card,individual,40000,60,12.61,902.16,C,C1,Mar-2018,Current,whole,Cash,38539.28,2678.46,1460.72,1217.74,0.0
physician assistant,2.0,NJ,MORTGAGE,210000.0,Source Verified,22.26,,,,0,,2000,0,37,13,655360,657944,0,0,,0,0,4,4,14.0,13,0.0,0,4,54100,14,7,7,2,100.0,0,0,credit_card,individual,16000,36,7.35,496.6,A,A4,Feb-2018,Current,whole,Cash,14390.89,1979.87,1609.11,370.76,0.0
area manager,5.0,FL,RENT,103000.0,Not Verified,11.92,,,,0,66.0,1998,0,22,10,48753,30424,0,0,,0,0,2,2,16.0,10,0.0,0,2,10000,16,8,7,0,95.5,0,0,credit_card,individual,18000,36,9.44,576.09,B,B1,Jan-2018,Current,whole,Cash,15793.1,2871.01,2206.9,664.11,0.0
nda technical programs manager,2.0,TN,MORTGAGE,189000.0,Not Verified,26.14,,,,8,7.0,1994,8,51,17,502679,194936,0,0,17.0,0,0,5,8,4.0,17,0.0,0,4,9800,26,11,11,5,80.0,0,0,debt_consolidation,individual,30000,60,23.88,860.96,E,E2,Feb-2018,Current,whole,Cash,28912.22,3404.04,1087.78,2316.26,0.0
vp of operations,10.0,RI,RENT,155000.0,Source Verified,11.06,210000.0,Not Verified,19.68,0,,1991,0,47,21,224673,79589,0,0,,0,0,2,4,13.0,21,0.0,0,7,70500,33,19,10,2,100.0,0,0,debt_consolidation,joint,20000,60,9.44,419.46,B,B1,Feb-2018,Current,whole,Cash,18939.06,1714.55,1060.94,653.61,0.0
construction manger,10.0,NY,RENT,113500.0,Not Verified,31.08,,,,0,47.0,2004,0,31,14,137071,80904,0,0,47.0,0,0,3,4,13.0,14,0.0,0,7,22600,17,11,8,2,93.3,0,0,credit_card,individual,16000,60,13.58,368.82,C,C2,Feb-2018,Late (31-120 days),whole,Cash,15622.37,713.5,377.63,335.87,0.0
rn,9.0,CA,RENT,200000.0,Source Verified,8.38,,,,1,11.0,1996,0,32,7,61965,54789,0,0,11.0,0,0,3,0,,7,0.0,0,4,9900,16,4,4,0,65.6,0,0,credit_card,individual,16000,36,9.93,515.75,B,B2,Feb-2018,Current,whole,Cash,14447.45,2098.31,1552.55,545.76,0.0
powerlineman,10.0,AZ,MORTGAGE,190000.0,Source Verified,9.35,,,,0,,2007,1,10,7,508336,71424,0,1,,0,0,2,3,0.0,7,0.0,0,3,22000,5,4,4,2,100.0,0,1,debt_consolidation,individual,40000,60,16.02,973.15,C,C5,Feb-2018,Current,whole,Cash,38207.91,3821.4,1792.09,2029.31,0.0
penetration tester,2.0,VA,RENT,163000.0,Source Verified,4.98,,,,0,,1999,2,12,5,129213,24645,0,0,,0,0,2,1,9.0,5,0.0,0,1,16000,3,2,1,1,100.0,0,0,house,individual,30000,60,9.43,629.04,B,B1,Mar-2018,Current,whole,Cash,28810.83,1855.69,1189.17,666.52,0.0
analyst,1.0,NY,RENT,136000.0,Not Verified,8.07,,,,0,,2006,1,13,8,86950,41052,0,0,,0,0,2,5,8.0,8,0.0,0,4,66700,9,6,4,0,100.0,0,0,credit_card,individual,25000,36,11.98,830.12,B,B5,Feb-2018,Current,whole,Cash,23240.95,2473.72,1759.05,714.67,0.0
senior title officer,10.0,CA,RENT,275000.0,Source Verified,16.43,,,,0,32.0,1998,0,19,13,198460,110426,0,0,,0,172,1,0,,13,0.0,0,8,80000,16,10,9,0,89.5,0,0,debt_consolidation,individual,40000,60,13.59,922.25,C,C2,Feb-2018,Current,whole,DirectPay,38090.87,3658.8,1909.13,1749.67,0.0
director of sales,7.0,WA,RENT,225000.0,Verified,4.67,,,,0,,1999,4,12,9,64450,32166,0,0,,0,0,1,6,1.0,9,0.0,0,4,53500,7,7,4,0,100.0,0,0,home_improvement,individual,35000,60,17.47,878.71,D,D1,Mar-2018,Current,whole,Cash,33876.29,2602.16,1123.71,1478.45,0.0
sr vice president,10.0,TX,OWN,200000.0,Source Verified,16.18,,,,0,25.0,1987,1,41,14,389049,122306,0,0,,0,0,2,2,11.0,14,0.0,0,6,72000,22,9,6,2,97.6,0,0,debt_consolidation,individual,30000,36,9.43,960.01,B,B1,Mar-2018,Current,whole,Cash,28545.79,1888.59,1454.21,434.38,0.0
owner ,9.0,PA,MORTGAGE,120000.0,Not Verified,14.73,,,,0,,2007,3,15,10,93189,53079,0,0,,0,0,2,2,3.0,10,0.0,0,5,15900,11,8,5,0,100.0,0,0,debt_consolidation,individual,12000,60,10.42,257.46,B,B3,Jan-2018,Current,whole,Cash,11220.28,1269.93,779.72,490.21,0.0
ceo,10.0,IL,MORTGAGE,130000.0,Verified,24.3,,,,0,,1991,8,34,9,259240,105376,0,0,,0,0,2,3,1.0,9,0.0,0,6,60300,15,6,6,7,100.0,0,0,credit_card,individual,40000,36,10.91,1307.85,B,B4,Jan-2018,Current,fractional,Cash,35192.46,6515.01,4807.54,1707.47,0.0
systems engineer 4,5.0,FL,MORTGAGE,124730.0,Source Verified,13.83,,,,0,,1991,3,17,10,262066,35109,0,0,,0,0,6,8,9.0,10,0.0,0,2,8000,6,3,3,1,88.2,0,0,debt_consolidation,individual,16800,36,12.62,562.99,C,C1,Jan-2018,Current,whole,Cash,14827.39,2803.17,1972.61,830.56,0.0
it manager,10.0,NH,MORTGAGE,148600.0,Source Verified,12.84,,,,0,,2003,4,29,12,387155,72739,0,0,,0,0,1,6,0.0,12,0.0,0,7,48900,19,10,10,2,100.0,0,0,debt_consolidation,individual,37000,60,16.01,899.97,C,C5,Feb-2018,Current,whole,Cash,35341.87,3534.06,1658.13,1875.93,0.0
special agent,10.0,CA,MORTGAGE,175000.0,Source Verified,15.5,,,,0,,1994,1,27,15,1197805,201598,0,0,,0,0,1,3,3.0,15,0.0,0,4,136300,21,12,6,3,100.0,0,0,credit_card,individual,40000,36,5.32,1204.6,A,A1,Jan-2018,Current,whole,DirectPay,34817.92,6047.98,5182.08,865.9,0.0
pricing strategist ,1.0,FL,MORTGAGE,120000.0,Not Verified,7.5,,,,0,,2003,5,27,12,446752,23630,0,0,,0,0,1,4,3.0,12,0.0,0,5,82100,15,9,6,2,100.0,0,0,major_purchase,individual,18000,36,5.32,542.07,A,A1,Feb-2018,Current,fractional,Cash,16138.59,2162.96,1861.41,301.55,0.0
medical doctor,10.0,CA,MORTGAGE,225000.0,Verified,20.53,,,,0,35.0,1991,7,37,13,1009652,186301,0,0,,0,0,10,1,1.0,13,0.0,0,0,11500,4,2,0,1,76.5,0,0,debt_consolidation,individual,40000,36,5.31,1204.42,A,A1,Mar-2018,Current,whole,Cash,37940.61,2397.04,2059.39,337.65,0.0
pilot ,3.0,KY,MORTGAGE,185000.0,Not Verified,3.06,,,,0,,2006,3,14,9,167517,20135,0,1,,0,0,1,4,6.0,9,0.0,0,4,23800,10,7,5,1,100.0,0,1,debt_consolidation,individual,25000,36,9.92,805.75,B,B2,Mar-2018,Current,whole,Cash,23187.85,2389.69,1812.15,577.54,0.0
director,1.0,NC,MORTGAGE,135000.0,Not Verified,11.8,,,,0,,1994,2,24,13,293413,41789,0,0,,0,288,3,2,5.0,13,0.0,0,7,26000,14,9,8,2,100.0,0,0,home_improvement,individual,11000,60,9.92,233.29,B,B2,Mar-2018,Current,fractional,Cash,0.06,11263.14,10999.94,263.2,0.0
pharmacist,10.0,IL,MORTGAGE,133000.0,Verified,28.05,,,,0,78.0,2003,3,32,14,284093,95983,0,0,78.0,0,0,2,3,2.0,14,0.0,0,4,29600,19,11,9,2,96.9,0,0,credit_card,individual,25000,36,23.87,979.12,E,E2,Mar-2018,Current,fractional,Cash,23525.57,2904.21,1474.43,1429.78,0.0
mortgage lender,5.0,MN,MORTGAGE,105000.0,Source Verified,22.7,,,,0,,2005,1,37,20,261543,53429,0,1,,0,0,2,11,4.0,20,0.0,0,5,25200,24,16,15,5,100.0,0,1,debt_consolidation,individual,25000,60,19.42,654.31,D,D3,Mar-2018,Current,whole,Cash,23976.58,2363.03,1023.42,1339.61,0.0
biomedical engineer,2.0,CA,OWN,175000.0,Verified,25.43,,,,0,,1990,1,18,11,585432,112031,0,0,,0,0,2,3,7.0,11,0.0,0,5,54600,7,5,5,1,100.0,0,0,other,individual,10000,60,23.88,286.99,E,E2,Feb-2018,Current,fractional,Cash,9637.39,1121.43,362.61,758.82,0.0
insurance agent,10.0,TX,RENT,140000.0,Not Verified,6.53,,,,1,5.0,1991,3,31,10,36400,19208,0,0,54.0,0,0,1,7,0.0,10,0.0,0,4,21400,24,9,7,2,90.3,0,0,credit_card,individual,15000,36,13.59,509.69,C,C2,Jan-2018,Current,whole,Cash,13262.0,2537.13,1738.0,799.13,0.0
ramp service man,10.0,VA,MORTGAGE,120000.0,Verified,25.65,,,,0,,2010,2,28,18,501637,80197,0,1,,0,0,3,5,7.0,18,0.0,0,7,44000,15,13,8,5,100.0,0,1,home_improvement,individual,25350,60,19.03,658.02,D,D3,Feb-2018,Current,whole,Cash,24301.34,2605.28,1048.66,1556.62,0.0
principal,10.0,MS,MORTGAGE,170000.0,Source Verified,8.67,,,,0,53.0,2001,2,24,9,323047,39730,0,1,,0,0,1,6,6.0,9,0.0,0,4,17500,16,6,5,4,91.3,0,1,debt_consolidation,individual,30000,36,10.42,973.95,B,B3,Feb-2018,Current,whole,Cash,27108.81,3861.07,2891.19,969.88,0.0
area manager,10.0,FL,MORTGAGE,101000.0,Source Verified,20.72,,,,0,,2003,0,31,22,387599,48416,0,1,,0,0,3,8,20.0,22,0.0,0,4,47500,22,18,4,3,100.0,0,1,home_improvement,individual,20000,60,11.98,444.69,B,B5,Feb-2018,Current,whole,Cash,19005.13,1765.45,994.87,770.58,0.0
senior network lead engineer,1.0,NY,MORTGAGE,167000.0,Verified,8.99,,,,0,38.0,2010,2,34,30,462246,86728,0,0,,0,527,20,10,5.0,30,0.0,0,8,22100,8,8,8,2,97.1,0,0,other,individual,24000,60,19.42,628.14,D,D3,Mar-2018,Current,whole,Cash,23269.08,1832.63,730.92,1101.71,0.0
co owner,4.0,CA,MORTGAGE,151000.0,Not Verified,5.5,,,,0,,1990,5,19,9,481352,29161,0,1,,0,0,1,5,5.0,9,0.0,0,4,33800,11,5,4,3,100.0,0,1,debt_consolidation,individual,15000,36,9.43,480.01,B,B1,Mar-2018,Current,whole,Cash,13785.18,1425.05,1214.82,210.23,0.0
,,CA,RENT,120000.0,Not Verified,28.86,,,,0,,1987,1,31,10,149484,81150,0,0,,0,0,3,3,5.0,10,0.0,0,3,58000,18,7,4,0,100.0,0,0,debt_consolidation,individual,25000,36,13.59,849.48,C,C2,Jan-2018,Current,fractional,Cash,22103.35,4247.4,2896.65,1350.75,0.0
sales director,10.0,TX,MORTGAGE,200000.0,Source Verified,27.64,,,,0,59.0,2000,2,30,18,1452580,130923,0,0,,0,0,2,7,2.0,17,,0,9,173900,20,13,8,4,97.0,0,0,credit_card,individual,28000,36,9.43,896.01,B,B1,Mar-2018,Current,whole,Cash,25956.09,2673.36,2043.91,629.45,0.0
manager,0.0,CA,RENT,108407.0,Source Verified,7.07,,,,0,,1998,0,5,3,44086,26925,0,0,,0,0,2,1,17.0,3,0.0,0,1,3300,2,1,1,0,100.0,0,0,major_purchase,individual,40000,60,9.92,848.31,B,B2,Feb-2018,Current,whole,Cash,38434.2,2522.89,1565.8,957.09,0.0
"senior vice president, sr rel manager",10.0,CA,MORTGAGE,185000.0,Source Verified,30.12,315000.0,Source Verified,20.11,0,55.0,1994,1,15,6,489200,437799,0,0,55.0,0,0,2,2,7.0,6,0.0,0,3,25600,6,3,3,3,80.0,0,0,debt_consolidation,joint,24000,60,10.42,514.91,B,B3,Feb-2018,Current,whole,Cash,22757.9,2045.75,1242.1,803.65,0.0
director of pharmacy,10.0,AR,MORTGAGE,132454.0,Not Verified,21.97,188454.0,Not Verified,21.85,0,,2002,0,15,8,357933,81406,0,0,,0,0,5,0,,8,0.0,0,1,2300,2,1,1,3,100.0,0,0,credit_card,joint,12000,36,6.08,365.5,A,A2,Feb-2018,Current,whole,Cash,10771.91,1457.95,1228.09,229.86,0.0
human resources mananger,10.0,CA,MORTGAGE,104000.0,Not Verified,19.26,234000.0,Not Verified,12.95,0,,1994,0,30,13,505590,86214,0,0,,0,0,3,5,14.0,13,0.0,0,4,110400,13,9,5,2,100.0,0,0,debt_consolidation,joint,20000,60,7.35,399.34,A,A4,Jan-2018,Current,whole,Cash,18598.74,1988.53,1401.26,587.27,0.0
core operator,6.0,IL,MORTGAGE,122000.0,Verified,11.45,,,,0,,2001,1,12,10,237739,45219,0,0,,0,0,1,1,5.0,10,,0,6,33450,9,7,6,1,100.0,0,0,debt_consolidation,individual,20000,36,10.41,649.21,B,B3,Mar-2018,Current,whole,Cash,18560.45,1936.06,1439.55,496.51,0.0
edi analyst,6.0,NJ,MORTGAGE,103000.0,Not Verified,17.41,,,,0,24.0,2005,1,69,24,413445,86343,0,0,,0,0,9,10,4.0,24,0.0,0,6,40400,16,14,9,2,98.3,0,0,credit_card,individual,14000,60,9.44,293.62,B,B1,Jan-2018,Current,whole,Cash,13068.02,1453.42,931.98,521.44,0.0
director of quality assurance,5.0,CA,MORTGAGE,110000.0,Verified,5.48,,,,0,47.0,2007,4,14,9,352668,22007,0,0,64.0,0,0,1,3,7.0,9,0.0,0,4,3200,7,6,6,2,85.7,0,0,debt_consolidation,individual,5000,36,9.92,161.15,B,B2,Mar-2018,Current,fractional,Cash,4637.57,477.94,362.43,115.51,0.0
executive assistant,10.0,NY,MORTGAGE,140000.0,Not Verified,10.48,,,,0,,2002,0,30,21,48000,36239,0,0,,0,0,0,4,21.0,21,0.0,0,10,22400,30,21,19,0,100.0,0,0,credit_card,individual,10000,36,6.71,307.45,A,A3,Mar-2018,Current,fractional,DirectPay,9241.17,914.89,758.83,156.06,0.0
rehab officer,10.0,CA,MORTGAGE,107000.0,Verified,19.54,,,,2,15.0,1992,3,24,8,594772,68205,0,0,49.0,0,0,2,6,0.0,8,0.0,0,1,21300,13,5,1,2,54.2,0,0,debt_consolidation,individual,40000,60,16.02,973.15,C,C5,Jan-2018,Current,whole,Cash,37744.84,4794.55,2255.16,2539.39,0.0
machine operator,10.0,IL,MORTGAGE,120000.0,Source Verified,11.74,,,,1,4.0,1996,7,36,17,258525,24620,0,0,,0,0,2,11,4.0,17,0.0,0,6,23100,20,14,7,1,91.7,0,0,debt_consolidation,individual,19000,36,10.9,621.14,B,B4,Mar-2018,Current,whole,Cash,18098.81,1219.27,901.19,318.08,0.0
management,2.0,IL,MORTGAGE,105000.0,Verified,36.81,,,,0,,1998,0,31,22,205507,123717,0,0,,0,0,4,2,22.0,22,,0,9,38960,20,17,16,3,100.0,0,0,debt_consolidation,individual,8000,36,12.61,268.06,C,C1,Mar-2018,Current,whole,Cash,7442.2,798.58,557.8,240.78,0.0
software management directo,5.0,TX,MORTGAGE,150000.0,Not Verified,14.32,,,,0,35.0,1992,3,11,7,96800,54464,0,0,38.0,0,0,2,2,1.0,7,0.0,0,3,32300,8,5,5,1,90.9,0,0,debt_consolidation,individual,15000,36,7.97,469.84,A,A5,Jan-2018,Fully Paid,whole,Cash,0.0,15445.8047553196,15000.0,445.8,0.0
head of finance,10.0,DC,RENT,110000.0,Source Verified,1.15,,,,0,,1994,2,26,11,118400,3639,0,0,,0,0,0,3,9.0,11,0.0,0,5,118400,23,11,5,0,100.0,0,0,medical,individual,30000,36,6.08,913.75,A,A2,Jan-2018,Current,whole,Cash,26152.46,4548.48,3847.54,700.94,0.0
,,CA,MORTGAGE,155000.0,Verified,19.46,,,,0,,1979,2,39,18,831815,100801,0,1,,0,0,3,4,10.0,18,0.0,0,3,46600,27,13,8,3,100.0,0,1,debt_consolidation,individual,35000,36,7.35,1086.31,A,A4,Feb-2018,Current,whole,DirectPay,31480.09,4330.95,3519.91,811.04,0.0
general manager,10.0,OK,MORTGAGE,280000.0,Source Verified,13.27,,,,0,,2003,4,14,8,440499,192017,0,0,,0,0,4,6,1.0,8,,0,3,16300,4,3,3,2,100.0,0,0,debt_consolidation,individual,35000,60,22.9,984.66,E,E1,Mar-2018,In Grace Period,whole,Cash,34360.47,1924.79,639.53,1285.26,0.0
professional truck driver,10.0,WV,MORTGAGE,120000.0,Not Verified,37.55,,,,0,,1994,1,41,15,174336,67500,0,0,,0,0,6,3,9.0,15,0.0,0,4,10600,14,9,9,0,100.0,0,0,debt_consolidation,individual,12000,36,16.02,422.01,C,C5,Jan-2018,Current,whole,Cash,10655.53,2099.37,1344.47,754.9,0.0
technical account manager,3.0,CA,RENT,113000.0,Source Verified,18.37,,,,0,72.0,1993,1,23,10,82546,59933,0,0,72.0,0,1291,3,3,11.0,10,0.0,0,3,15400,10,7,5,2,91.3,0,0,debt_consolidation,individual,10800,36,15.05,374.66,C,C4,Jan-2018,Current,whole,Cash,9573.57,1864.27,1226.43,637.84,0.0
captain,10.0,CA,MORTGAGE,135000.0,Not Verified,14.05,,,,0,,2005,1,36,11,600946,74808,0,1,,0,0,3,7,12.0,11,0.0,0,3,14900,10,7,4,8,100.0,0,1,debt_consolidation,individual,40000,60,10.9,867.71,B,B4,Mar-2018,Current,whole,Cash,38986.66,1808.1,1013.34,794.76,0.0
office manager/realtor,1.0,MO,MORTGAGE,132000.0,Source Verified,6.35,,,,0,,2013,9,12,11,66097,34290,0,0,,0,100,1,10,0.0,11,0.0,0,4,22500,10,10,8,0,100.0,0,0,house,individual,20000,60,12.61,451.08,C,C1,Mar-2018,Current,whole,Cash,19269.64,1339.23,730.36,608.87,0.0
financial consultant,0.0,CA,RENT,182200.0,Source Verified,15.97,,,,0,,2002,6,65,15,283788,219582,0,0,,0,0,4,8,4.0,15,0.0,0,3,95200,26,10,3,0,100.0,0,0,debt_consolidation,individual,35000,60,18.06,889.92,D,D2,Jan-2018,Fully Paid,whole,Cash,0.0,35734.896002699,35000.0,734.9,0.0
director of programs and education,2.0,TN,MORTGAGE,150000.0,Verified,15.85,,,,0,40.0,1998,3,49,22,250416,120284,0,0,40.0,0,0,9,11,8.0,22,0.0,0,4,6000,19,12,9,1,97.7,0,0,credit_card,individual,40000,36,10.91,1307.85,B,B4,Jan-2018,Current,fractional,Cash,35192.46,6534.92,4807.54,1727.38,0.0
professor,10.0,TX,MORTGAGE,264000.0,Source Verified,9.95,,,,0,,1989,0,19,12,636605,96287,0,0,,0,0,4,2,23.0,12,0.0,0,4,26300,10,6,5,4,100.0,0,0,debt_consolidation,individual,40000,60,12.61,902.16,C,C1,Mar-2018,Current,whole,Cash,38539.28,2650.44,1460.72,1189.72,0.0
senior property manager,0.0,IL,OWN,125000.0,Source Verified,18.83,,,,0,38.0,1986,1,33,18,325100,49135,0,0,54.0,0,0,1,6,3.0,18,0.0,0,6,72500,30,16,9,1,84.8,0,0,debt_consolidation,individual,36000,60,12.61,811.95,C,C1,Mar-2018,Current,whole,Cash,34685.33,2410.63,1314.67,1095.96,0.0
senior software developer ,10.0,IL,MORTGAGE,110000.0,Not Verified,20.93,,,,0,,2005,1,25,15,243309,38765,0,0,,0,0,3,6,9.0,15,0.0,0,4,54900,13,11,6,3,100.0,0,0,credit_card,individual,7000,36,6.07,213.18,A,A2,Mar-2018,Current,whole,Cash,6463.98,637.18,536.02,101.16,0.0
parts business development manager,1.0,IN,MORTGAGE,110000.0,Source Verified,7.73,,,,0,,2005,1,10,5,198992,12113,0,0,,0,0,1,2,1.0,5,0.0,0,3,25800,4,3,3,2,100.0,0,0,home_improvement,individual,25000,36,5.31,752.76,A,A1,Mar-2018,Current,whole,Cash,23712.89,1498.14,1287.11,211.03,0.0
regional sales director,1.0,CT,MORTGAGE,125000.0,Source Verified,23.19,,,,0,28.0,2002,0,40,20,424929,100587,0,0,28.0,0,0,2,3,15.0,20,0.0,0,7,83900,30,17,7,1,97.5,0,0,debt_consolidation,individual,24000,36,10.91,784.71,B,B4,Jan-2018,Current,whole,Cash,21115.47,3887.18,2884.53,1002.65,0.0
sales,1.0,CA,MORTGAGE,500000.0,Source Verified,8.52,,,,0,,1993,1,16,9,1529377,112880,0,0,,0,0,5,4,4.0,9,0.0,0,2,48800,4,2,2,2,100.0,0,0,debt_consolidation,individual,12950,36,7.35,401.94,A,A4,Jan-2018,Fully Paid,whole,Cash,0.0,13132.8382560435,12950.0,182.84,0.0
director of operations,9.0,WV,MORTGAGE,152000.0,Source Verified,17.11,,,,1,16.0,2003,6,35,18,357375,65846,0,0,52.0,0,0,4,6,2.0,18,0.0,0,5,26500,17,12,7,8,74.3,0,0,home_improvement,individual,26500,60,12.61,597.68,C,C1,Mar-2018,Current,whole,Cash,25858.22,1223.21,641.78,581.43,0.0
district service manager,10.0,OH,MORTGAGE,142000.0,Source Verified,20.6,,,,0,,1999,9,51,30,299797,85173,0,0,,0,0,7,12,1.0,30,0.0,0,6,20500,36,22,11,3,100.0,0,0,home_improvement,individual,30000,60,16.02,729.87,C,C5,Jan-2018,Current,whole,Cash,28308.59,3622.65,1691.41,1931.24,0.0
supervisor,10.0,NJ,MORTGAGE,145000.0,Not Verified,12.87,,,,0,,1998,1,33,18,143600,70504,0,0,,0,0,2,2,3.0,18,0.0,0,7,88900,26,16,7,3,100.0,0,0,debt_consolidation,individual,10000,36,7.97,313.23,A,A5,Feb-2018,Current,whole,Cash,9254.63,957.4,745.37,212.03,0.0
associate vice president,10.0,NC,MORTGAGE,205000.0,Source Verified,12.36,,,,0,32.0,1986,1,42,18,455099,90716,0,0,,0,0,1,10,3.0,18,0.0,0,5,115000,32,16,8,3,95.2,0,0,credit_card,individual,40000,36,5.32,1204.6,A,A1,Mar-2018,Current,whole,DirectPay,36904.52,3590.16,3095.48,494.68,0.0
rn,3.0,CA,RENT,780000.0,Source Verified,1.58,,,,0,,2002,1,21,9,92084,60568,0,0,,0,0,1,5,3.0,9,0.0,0,4,30500,17,8,6,1,100.0,0,0,medical,individual,1000,36,10.41,32.47,B,B3,Mar-2018,Current,whole,Cash,927.99,96.25,72.01,24.24,0.0
assistant director of nursing ,3.0,NY,RENT,109000.0,Source Verified,17.08,,,,0,,2004,3,45,28,182562,112701,0,0,,0,240,5,10,1.0,28,0.0,0,8,62900,29,23,13,0,100.0,0,0,credit_card,individual,22000,60,10.9,477.24,B,B4,Mar-2018,Current,whole,Cash,21442.67,941.16,557.33,383.83,0.0
